YEAR,ST,MODE_FX,AREA_X,ID_CODE,SUB_REG,WAVE,kod,SP_CODE,LNGTH,WGT,lngth_imp,wgt_imp,strat_id,psu_id,common,wgt_unadj,wp_size,l_in_bin,l_cm_bin,VAR_ID,ARX_METHOD,ALT_FLAG
2015,9,3,5,1741320151104002,4,6,wd,8839010101,427,1.5,0,0,201511913wdS:8AM-8PM,201569131741320151104,TAUTOG,,22934.486835,16,42,201511913wdS:8AM-8PM,,0
2015,9,3,5,1741320151104002,4,6,wd,8839010101,411,1.55,0,0,201511913wdS:8AM-8PM,201569131741320151104,TAUTOG,,22934.486835,16,41,201511913wdS:8AM-8PM,,0
2015,9,3,5,1741320151104005,4,6,wd,,,,0,0,201511913wdS:8AM-8PM,201569131741320151104,,,22934.486835,,,201511913wdS:8AM-8PM,,0
2015,9,3,5,1741320151111002,4,6,we,8747010401,272,0.3,1,1,201511913weS:8AM-8PM,201569131741320151111,ATLANTIC MENHADEN,,2014.2818504,10,27,201511913weS:8AM-8PM,,0
2015,9,3,5,1741320151127001,4,6,we,8747010401,275,0.25,0,0,201511913weS:8AM-8PM,201569131741320151127,ATLANTIC MENHADEN,,3319.9849185,10,27,201511913weS:8AM-8PM,,0
2015,9,3,5,1741320151127001,4,6,we,8747010401,272,0.3,1,1,201511913weS:8AM-8PM,201569131741320151127,ATLANTIC MENHADEN,,3319.9849185,10,27,201511913weS:8AM-8PM,,0
2015,9,3,5,1741320151127001,4,6,we,8747010401,272,0.3,1,1,201511913weS:8AM-8PM,201569131741320151127,ATLANTIC MENHADEN,,3319.9849185,10,27,201511913weS:8AM-8PM,,0
2015,9,3,5,1741320151127001,4,6,we,8747010401,272,0.3,1,1,201511913weS:8AM-8PM,201569131741320151127,ATLANTIC MENHADEN,,3319.9849185,10,27,201511913weS:8AM-8PM,,0
2015,9,3,5,1741320151127001,4,6,we,8747010401,281,0.3,0,0,201511913weS:8AM-8PM,201569131741320151127,ATLANTIC MENHADEN,,3319.9849185,11,28,201511913weS:8AM-8PM,,0
2015,9,3,5,1741320151127002,4,6,we,8747010401,294,0.3,0,0,201511913weS:8AM-8PM,201569131741320151127,ATLANTIC MENHADEN,,3319.9849185,11,29,201511913weS:8AM-8PM,,0
2015,9,3,5,1741320151127002,4,6,we,8747010401,272,0.3,0,0,201511913weS:8AM-8PM,201569131741320151127,ATLANTIC MENHADEN,,3319.9849185,10,27,201511913weS:8AM-8PM,,0
2015,9,3,5,1741320151127002,4,6,we,8747010401,290,0.35,0,0,201511913weS:8AM-8PM,201569131741320151127,ATLANTIC MENHADEN,,3319.9849185,11,29,201511913weS:8AM-8PM,,0
2015,9,3,5,1741320151227001,4,6,we,8747010201,213,0.1,1,1,201512913weS:8AM-8PM,201569131741320151227,ATLANTIC HERRING,,7358.3533565,8,21,201512913weS:8AM-8PM,,0
2015,9,3,5,1741320151227001,4,6,we,8747010201,213,0.1,1,1,201512913weS:8AM-8PM,201569131741320151227,ATLANTIC HERRING,,7358.3533565,8,21,201512913weS:8AM-8PM,,0
2015,9,3,5,1741320151227001,4,6,we,8747010201,213,0.1,1,1,201512913weS:8AM-8PM,201569131741320151227,ATLANTIC HERRING,,7358.3533565,8,21,201512913weS:8AM-8PM,,0
2015,9,3,5,1741320151227001,4,6,we,8747010201,213,0.1,1,1,201512913weS:8AM-8PM,201569131741320151227,ATLANTIC HERRING,,7358.3533565,8,21,201512913weS:8AM-8PM,,0
2015,9,3,5,1741320151227001,4,6,we,8747010201,213,0.1,1,1,201512913weS:8AM-8PM,201569131741320151227,ATLANTIC HERRING,,7358.3533565,8,21,201512913weS:8AM-8PM,,0
2015,9,3,5,1745520151106002,4,6,we,8835250101,227,0.15,1,1,201511913weS:8AM-8PM,201569131745520151106,BLUEFISH,,3909.9234727,8,22,201511913weS:8AM-8PM,,0
2015,9,3,5,1745520151106002,4,6,we,8835250101,170,0.05,1,1,201511913weS:8AM-8PM,201569131745520151106,BLUEFISH,,3909.9234727,6,17,201511913weS:8AM-8PM,,0
2015,9,3,5,1745520151106002,4,6,we,8835250101,199,0.1,1,1,201511913weS:8AM-8PM,201569131745520151106,BLUEFISH,,3909.9234727,7,19,201511913weS:8AM-8PM,,0
2015,9,3,5,1745520151106002,4,6,we,8835250101,792,5.9,1,1,201511913weS:8AM-8PM,201569131745520151106,BLUEFISH,,3909.9234727,31,79,201511913weS:8AM-8PM,,0
2015,9,3,5,1745520151106002,4,6,we,8835250101,178,0.05,1,1,201511913weS:8AM-8PM,201569131745520151106,BLUEFISH,,3909.9234727,7,17,201511913weS:8AM-8PM,,0
2015,9,3,5,1745520151106003,4,6,we,8835250101,178,0.05,1,1,201511913weS:8AM-8PM,201569131745520151106,BLUEFISH,,3475.4875313,7,17,201511913weS:8AM-8PM,,0
2015,9,3,5,1745520151106003,4,6,we,8835250101,188,0.1,1,1,201511913weS:8AM-8PM,201569131745520151106,BLUEFISH,,3475.4875313,7,18,201511913weS:8AM-8PM,,0
2015,9,3,5,1745520151106003,4,6,we,8835250101,182,0.1,1,1,201511913weS:8AM-8PM,201569131745520151106,BLUEFISH,,3475.4875313,7,18,201511913weS:8AM-8PM,,0
2015,9,3,5,1745520151106003,4,6,we,8835250101,178,0.05,1,1,201511913weS:8AM-8PM,201569131745520151106,BLUEFISH,,3475.4875313,7,17,201511913weS:8AM-8PM,,0
2015,9,3,5,1745520151106003,4,6,we,8835250101,172,0.1,1,1,201511913weS:8AM-8PM,201569131745520151106,BLUEFISH,,3475.4875313,6,17,201511913weS:8AM-8PM,,0
2015,9,3,5,1745520151106004,4,6,we,8747010401,272,0.3,1,1,201511913weS:8AM-8PM,201569131745520151106,ATLANTIC MENHADEN,,5629.3510909,10,27,201511913weS:8AM-8PM,,0
2015,9,3,5,1752720151106001,4,6,we,,,,0,0,201511913weS:8AM-8PM,201569131752720151106,,,8478.4452747,,,201511913weS:8AM-8PM,,0
2015,9,3,5,1752720151106002,4,6,we,,,,0,0,201511913weS:8AM-8PM,201569131752720151106,,,8478.4452747,,,201511913weS:8AM-8PM,,0
2015,9,3,5,1752720151129001,4,6,we,,,,0,0,201511913weS:8AM-8PM,201569131752720151129,,,10756.997399,,,201511913weS:8AM-8PM,,0
2015,9,5,5,1745520151116001,4,6,wd,8835020102,821.86045765,6.8,1,1,,,STRIPED BASS,,252.47049608,32,82,,,0
2015,9,5,5,1745520151116001,4,6,wd,8835020102,821.86045765,6.8,1,1,201511915wdS:8AM-8PM,201569151745520151116,STRIPED BASS,,252.47049608,32,82,201511915wdS:8AM-8PM,,0
2015,9,5,5,1745520151116002,4,6,wd,,,,0,0,,,,,504.94099216,,,,,0
