prim2_common,prim1_common,strat_id,psu_id,ADD_HRS,AREA,AREA_X,BOAT_HRS,CATCH,CNTRBTRS,CNTY,CNTY_RES,COASTAL,FFDAYS2,FFDAYS12,FIRST,HRSF,ID_CODE,INTSITE,MODE_F,MODE_FX,NUM_TYP2,NUM_TYP3,NUM_TYP4,NUM_TYP6,ON_LIST,PARTY,REG_RES,ST,ST_RES,SUB_REG,TELEFON,WAVE,YEAR,ASG_CODE,month,kod,MODE_ASG,new_list,PRT_CODE,CELLTYPE,fshinsp_a,num_fish_a,fl_reg,ADD_PH,AREA_NC,COUNTY,DATE1,DIST,F_BY_P,GEAR,MODE2001,MUNI_RES,MUNI_TRP,PRIM1,PRIM2,PVT_RES,RIG,SEP_FISH,TIME,ZIP,wp_int,VAR_ID,ARX_METHOD,ALT_FLAG,LEADER
,BLUEFISH,198516128101wd,104361985013061166,,1,1,,2,1,61,29,O,6,6,,2,1043619850130004,166,2,3,0,0,0,,,,,12,39,6,1,1,1985,1043619850130,01,wd,,,1043619850130004,,,,8,1,,,01NOV94:17:07,1,8,1,,,,8835250101,,1,8,8,1100,,42659.477043,198516128101wd,,0,1043619850130004
,,198516128202we,10512198502169232,,1,1,,2,1,9,21,O,12,12,,1.5,1051219850216003,232,5,3,0,0,0,,,,5,12,34,6,1,1,1985,1051219850216,02,we,,,1051219850216003,,,,8,1,,,05JUN90:09:01,1,8,1,,,,,,1,8,8,1050,,19199.628341,198516128202we,,0,1051219850216003
LEFTEYE FLOUNDER FAMILY,BLUEFISH,198516128202we,1043619850209111929,,1,1,,2,1,111,111,Y,6,100,,2,1043619850209014,929,5,3,0,0,0,,,,6,12,12,6,1,1,1985,1043619850209,02,we,,,1043619850209014,,,,8,1,,,01NOV94:17:07,1,8,1,,,,8835250101,8857030000,1,8,8,1405,,26096.434183,198516128202we,,0,1043619850209014
,LEFTEYE FLOUNDER FAMILY,198516128102we,1043619850210111929,0,1,1,,1,1,111,85,O,6,7,,4,1043619850210002,929,2,3,1,1,0,,,,,12,39,6,1,1,1985,1043619850210,02,we,,,1043619850210002,2,0,1,8,1,,,01NOV94:17:07,1,1,1,,,,8857030000,,1,8,8,1045,,19199.628341,198516128102we,,0,1043619850210002
,DRUM FAMILY,198516128102we,1043619850210111929,0,1,1,,2,1,111,111,Y,20,150,,4,1043619850210017,929,2,3,1,0,0,,,,6,12,12,6,1,1,1985,1043619850210,02,we,,,1043619850210017,2,,,8,1,,,01NOV94:17:07,1,8,1,,,,8835440000,,1,8,8,1640,,26096.434183,198516128102we,,0,1043619850210017
,NORTHERN KINGFISH,198516128202we,1043619850209111929,0,1,1,,2,1,111,67,O,40,65,,6,1043619850209018,929,5,3,1,0,0,,,,,12,54,6,1,1,1985,1043619850209,02,we,,,1043619850209018,2,,,8,1,,,01NOV94:17:07,1,8,1,,,,8835440603,,1,8,8,1545,,19199.628341,198516128202we,,0,1043619850209018
,,198516128102we,1045419850203127275,,1,1,,2,1,127,21,O,0,0,,2,1045419850203014,275,2,3,0,0,0,,,,6,12,37,6,1,1,1985,1045419850203,02,we,,,1045419850203014,,,,8,1,,,01NOV94:17:07,1,8,1,,,,,,1,8,8,1615,,19199.628341,198516128102we,,0,1045419850203014
,BLUEFISH,198516128101wd,104361985013061166,0,1,1,,1,1,61,125,O,2,2,,2,1043619850130005,166,2,3,0,1,0,,,,,12,21,6,1,1,1985,1043619850130,01,wd,,,1043619850130005,2,1,0,8,1,,,01NOV94:17:07,1,1,1,,,,8835250101,,1,8,8,1145,,42659.477043,198516128101wd,,0,1043619850130005
,SUMMER FLOUNDER,198516128202we,10512198502169232,,1,1,,2,1,9,9,Y,16,100,,5,1051219850216009,232,5,3,0,0,0,,,,6,12,12,6,2,1,1985,1051219850216,02,we,,,1051219850216009,,,,8,2,,,01NOV94:17:07,1,8,1,,,,8857030301,,1,8,8,1345,,26096.434183,198516128202we,,0,1051219850216009
,SAND PERCH,198516128102we,1043619850210111929,0,1,1,,3,0,111,23,O,20,20,,2.5,1043619850210009,929,2,3,3,0,1,,,,6,12,37,6,1,1,1985,1043619850210,02,we,,,1043619850210008,2,,,8,1,,,01NOV94:17:07,1,8,1,,,,8835021002,,1,8,8,1410,,19199.628341,198516128102we,,0,1043619850210008
