prim2_common,prim1_common,strat_id,psu_id,ADD_HRS,AREA,AREA_X,BOAT_HRS,CATCH,CNTRBTRS,CNTY,CNTY_RES,COASTAL,FFDAYS2,FFDAYS12,FIRST,HRSF,ID_CODE,INTSITE,MODE_F,MODE_FX,NUM_TYP2,NUM_TYP3,NUM_TYP4,NUM_TYP6,ON_LIST,PARTY,REG_RES,ST,ST_RES,SUB_REG,TELEFON,WAVE,YEAR,ASG_CODE,month,kod,MODE_ASG,new_list,PRT_CODE,CELLTYPE,fshinsp_a,num_fish_a,fl_reg,ADD_PH,AREA_NC,COUNTY,DATE1,DIST,F_BY_P,GEAR,MODE2001,MUNI_RES,MUNI_TRP,PRIM1,PRIM2,PVT_RES,RIG,SEP_FISH,TIME,ZIP,TOURN,AGE,wp_int,VAR_ID,ARX_METHOD,ALT_FLAG,LEADER
,SAILFISH,198916128701wd,1062919890124998,0,1,1,,2,1,99,19,O,0,1,,4,1062919890124008,8,8,7,1,0,0,,,,6,12,37,6,1,1,1989,1062919890124,01,wd,,,1062919890124008,1,,,8,1,,,12JUN91:15:13,1,8,1,,,,8850060101,,1,1,8,1430,38459,2,64,2097.8421933,198916128701wd,,0,1062919890124008
,SAILFISH,198916128702we,106291989020599278,0,1,1,,2,1,99,99,Y,32,200,,4,1062919890205014,278,8,7,0,0,0,,,,6,12,12,6,1,1,1989,1062919890205,02,we,,,1062919890205014,,,,8,1,,,12JUN91:15:13,1,8,1,,,,8850060101,,1,1,8,1535,33406,2,29,2701.6873242,198916128702we,,0,1062919890205014
DOLPHIN,YELLOWTAIL SNAPPER,198916128701we,106291989012199214,0,1,1,,2,1,99,99,Y,3,3,,3,1062919890121018,214,8,7,3,0,0,,,,6,12,12,6,1,1,1989,1062919890121,01,we,,,1062919890121018,1,0,1,8,1,,,12JUN91:15:13,1,8,1,,,,8835360401,8835290101,1,1,8,1635,33426,2,36,2701.6873242,198916128701we,,0,1062919890121018
SAILFISH,DOLPHIN,198916128701we,106291989012199214,0,1,1,,2,1,99,101,O,1,1,,4,1062919890121016,214,8,7,0,0,0,,,,5,12,42,6,1,1,1989,1062919890121,01,we,,,1062919890121016,,,,8,1,,,12JUN91:15:13,1,8,1,,,,8835290101,8850060101,1,1,8,1545,39145,2,37,2103.0627578,198916128701we,,0,1062919890121016
,,198916128702we,106291989020599278,0,1,1,,2,1,99,99,Y,0,1,,3,1062919890205008,278,8,7,0,0,0,,,,6,12,12,6,1,1,1989,1062919890205,02,we,,,1062919890205008,,,,8,1,,,12JUN91:15:13,1,8,1,,,,,,1,1,8,1320,33411,2,36,2701.6873242,198916128702we,,0,1062919890205008
DOLPHIN,SAILFISH,198916128702we,106291989021299278,0,1,1,,2,1,99,29,O,4,40,,4.5,1062919890212017,278,8,7,0,0,0,,,,5,12,34,6,1,1,1989,1062919890212,02,we,,,1062919890212017,,,,8,1,,,12JUN91:15:13,1,8,1,,,,8850060101,8835290101,1,1,8,1400,38742,2,37,2103.0627578,198916128702we,,0,1062919890212017
SAILFISH,DOLPHIN,198916128701we,106291989012199214,0,1,1,,2,1,99,99,Y,2,2,,4,1062919890121014,214,8,7,0,0,0,,,,6,12,12,6,1,1,1989,1062919890121,01,we,,,1062919890121014,,,,8,1,,,12JUN91:15:13,1,8,1,,,,8835290101,8850060101,1,1,8,1450,33434,2,35,2701.6873242,198916128701we,,0,1062919890121014
DOLPHIN,KING MACKEREL,198916128701we,106291989012199214,0,1,1,,2,1,99,173,O,1,1,,2,1062919890121012,214,8,7,0,0,0,,,,,12,20,6,1,1,1989,1062919890121,01,we,,,1062919890121012,,,,8,1,,,12JUN91:15:13,1,8,1,,,,8850030501,8835290101,1,1,8,1355,37802,2,66,2103.0627578,198916128701we,,0,1062919890121012
,,198916128702we,106291989020599278,0,1,1,,2,1,99,99,Y,3,3,,3,1062919890205019,278,8,7,1,0,0,,,,6,12,12,6,1,1,1989,1062919890205,02,we,,,1062919890205019,1,0,1,8,1,,,12JUN91:15:13,1,8,1,,,,,,1,1,8,1625,33415,2,26,2701.6873242,198916128702we,,0,1062919890205019
,SAILFISH,198916128701we,106291989012199214,0,1,1,,2,1,99,91,O,4,4,,2,1062919890121010,214,8,7,1,0,0,,,,5,12,36,6,1,1,1989,1062919890121,01,we,,,1062919890121010,1,0,4,8,1,,,12JUN91:15:13,1,8,1,,,,8850060101,,1,1,8,1230,32886,2,63,2103.0627578,198916128701we,,0,1062919890121010
DOLPHIN,SAILFISH,198916128701we,106291989012199214,0,1,1,,2,1,99,99,Y,8,52,,4,1062919890121008,214,8,7,0,0,0,,,,6,12,12,6,1,1,1989,1062919890121,01,we,,,1062919890121008,,,,8,1,,,12JUN91:15:13,1,8,1,,,,8850060101,8835290101,1,1,8,1205,33462,2,32,2701.6873242,198916128701we,,0,1062919890121008
,,198916128701wd,112141989012086134,0,1,1,,3,0,86,86,Y,20,52,,4,1121419890120005,134,8,7,0,0,1,,,,6,12,12,6,1,1,1989,1121419890120,01,wd,,,1121419890120005,,,,8,1,,MIAMI-DADE,12JUN91:15:13,1,8,1,,,,,,1,1,8,1140,33125,2,23,4976.8061057,198916128701wd,,0,1121419890120004
,,198916128702we,106291989020599278,0,1,1,,2,1,99,99,Y,10,20,,3,1062919890205012,278,8,7,2,0,0,,,,6,12,12,6,1,1,1989,1062919890205,02,we,,,1062919890205012,1,,,8,1,,,12JUN91:15:13,1,8,1,,,,,,1,1,8,1445,33418,1,32,2701.6873242,198916128702we,,0,1062919890205012
,,198916128702wd,112141989020286191,0,1,1,,1,2,86,86,Y,25,120,,5,1121419890202001,191,8,7,0,9,0,,,,6,12,12,6,1,1,1989,1121419890202,02,wd,,,1121419890202001,1,2,0,8,9,,MIAMI-DADE,12JUN91:15:13,1,2,9,,,,,,1,1,2,1115,33181,2,67,2694.9807564,198916128702wd,,0,1121419890202001
,,198916128701we,106291989012199214,0,1,1,,2,1,99,99,Y,16,104,,4,1062919890121007,214,8,7,0,0,0,,,,6,12,12,6,1,1,1989,1062919890121,01,we,,,1062919890121007,,,,8,1,,,12JUN91:15:13,1,8,1,,,,,,1,1,8,1145,33444,2,34,2701.6873242,198916128701we,,0,1062919890121007
,,198916128701we,106291989011699278,0,1,1,,2,1,99,93,Y,2,12,,5.5,1062919890116023,278,8,7,1,0,0,,,,6,12,12,6,1,1,1989,1062919890116,01,we,,,1062919890116023,1,,,8,1,,,12JUN91:15:13,1,8,1,,,,,,1,1,8,1730,34974,2,49,2701.6873242,198916128701we,,0,1062919890116023
STRIPED MOJARRA,GULF KINGFISH,198916128702we,10629198902118583,0,1,1,,1,1,85,85,Y,40,200,,4.5,1062919890211019,83,8,7,0,4,0,,,,6,12,12,6,1,1,1989,1062919890211,02,we,,,1062919890211019,1,1,0,8,1,,,12JUN91:15:13,1,1,1,,,,8835440602,8835390203,1,1,8,1505,34957,2,68,2701.6873242,198916128702we,,0,1062919890211019
,,198916128702we,10629198902118583,0,1,1,,1,1,85,85,Y,20,100,,4.5,1062919890211018,83,8,7,0,3,0,,,,6,12,12,6,1,1,1989,1062919890211,02,we,,,1062919890211018,1,1,0,8,1,,,12JUN91:15:13,1,1,1,,,,,,1,1,8,1445,34957,2,65,2701.6873242,198916128702we,,0,1062919890211018
,,198916128702we,106291989020599278,0,1,1,,2,1,99,99,Y,2,12,,3,1062919890205007,278,8,7,1,0,0,,,,6,12,12,6,1,1,1989,1062919890205,02,we,,,1062919890205007,1,,,8,1,,,12JUN91:15:13,1,8,1,,,,,,1,1,8,1300,33411,2,28,2701.6873242,198916128702we,,0,1062919890205007
,,198916128702we,106291989020599278,0,1,1,,2,1,99,99,Y,0,1,,3,1062919890205009,278,8,7,1,0,0,,,,6,12,12,6,1,1,1989,1062919890205,02,we,,,1062919890205009,1,,,8,1,,,12JUN91:15:13,1,8,1,,,,,,1,1,8,1335,33410,2,42,2701.6873242,198916128702we,,0,1062919890205009
,SAILFISH,198916128702we,106291989020599278,0,1,1,,1,1,99,99,Y,16,100,,4,1062919890205013,278,8,7,0,3,0,,,,6,12,12,6,1,1,1989,1062919890205,02,we,,,1062919890205013,1,1,0,8,1,,,12JUN91:15:13,1,1,1,,,,8850060101,,1,1,8,1525,33406,2,31,2701.6873242,198916128702we,,0,1062919890205013
,,198916128702we,106291989020599278,0,1,1,,1,1,99,99,Y,8,52,,3,1062919890205017,278,8,7,1,1,0,,,,6,12,12,6,1,1,1989,1062919890205,02,we,,,1062919890205017,1,,,8,1,,,12JUN91:15:13,1,1,1,,,,,,1,1,8,1615,33411,2,35,2701.6873242,198916128702we,,0,1062919890205017
,,198916128702we,106291989021299278,0,1,1,,1,1,99,99,Y,0,1,,2,1062919890212024,278,8,7,1,2,0,,,,6,12,12,6,1,1,1989,1062919890212,02,we,,,1062919890212024,1,2,0,8,1,,,12JUN91:15:13,1,1,1,,,,,,1,1,8,1535,33406,2,28,2701.6873242,198916128702we,,0,1062919890212024
WAHOO,DOLPHIN,198916128702we,1062919890212998,0,1,1,,2,1,99,99,Y,4,26,,4,1062919890212001,8,8,7,1,0,0,,,,6,12,12,6,1,1,1989,1062919890212,02,we,,,1062919890212001,1,0,1,8,1,,,12JUN91:15:13,1,8,1,,,,8835290101,8850030601,1,3,8,1100,33418,2,31,2701.6873242,198916128702we,,0,1062919890212001
STRIPED MOJARRA,GULF KINGFISH,198916128702we,10629198902118583,0,1,1,,1,1,85,85,Y,40,250,,4.5,1062919890211017,83,8,7,1,4,0,,,,6,12,12,6,1,1,1989,1062919890211,02,we,,,1062919890211017,1,,,8,1,,,12JUN91:15:13,1,1,1,,,,8835440602,8835390203,1,1,8,1440,34957,2,67,2701.6873242,198916128702we,,0,1062919890211017
,,198916128702we,106291989020599278,0,1,1,,1,1,99,99,Y,2,2,,3,1062919890205020,278,8,7,0,2,0,,,,6,12,12,6,1,1,1989,1062919890205,02,we,,,1062919890205020,1,1,0,8,1,,,12JUN91:15:13,1,1,1,,,,,,1,1,8,1630,33411,2,44,2701.6873242,198916128702we,,0,1062919890205020
,,198916128701we,106291989012199214,0,1,1,,2,1,99,99,Y,2,2,,4,1062919890121015,214,8,7,0,0,0,,,,6,12,12,6,1,1,1989,1062919890121,01,we,,,1062919890121015,,,,8,1,,,12JUN91:15:13,1,8,1,,,,,,1,1,8,1520,33434,2,45,2701.6873242,198916128701we,,0,1062919890121015
YELLOWTAIL SNAPPER,MUTTON SNAPPER,198916128701we,106291989011699278,0,1,1,,2,1,99,99,Y,25,100,,0.5,1062919890116021,278,8,7,0,0,0,,,,6,12,12,6,1,1,1989,1062919890116,01,we,,,1062919890116021,,,,8,1,,,12JUN91:15:13,1,8,1,,,,8835360103,8835360401,1,1,8,1710,33411,2,25,2701.6873242,198916128701we,,0,1062919890116021
,,198916128701we,106291989012199214,0,1,1,,2,1,99,99,Y,3,3,,2,1062919890121013,214,8,7,0,0,0,,,,6,12,12,6,1,1,1989,1062919890121,01,we,,,1062919890121013,,,,8,1,,,12JUN91:15:13,1,8,1,,,,,,1,1,8,1410,33405,2,37,2701.6873242,198916128701we,,0,1062919890121013
,DOLPHIN,198916128702we,106291989021299278,0,1,1,,2,1,99,99,Y,4,26,,3,1062919890212027,278,8,7,0,0,0,,,,6,12,12,6,1,1,1989,1062919890212,02,we,,,1062919890212027,,,,8,1,,,12JUN91:15:13,1,8,1,,,,8835290101,,1,1,8,1615,33411,2,25,2701.6873242,198916128702we,,0,1062919890212027
,,198916128702we,106291989021299278,0,1,1,,1,1,99,99,Y,0,1,,2,1062919890212025,278,8,7,1,1,0,,,,6,12,12,6,1,1,1989,1062919890212,02,we,,,1062919890212025,1,1,0,8,1,,,12JUN91:15:13,1,1,1,,,,,,1,1,8,1545,33406,2,32,2701.6873242,198916128702we,,0,1062919890212025
GAG,MUTTON SNAPPER,198916128701we,106291989011699278,0,1,1,,2,1,99,99,Y,5,24,,3,1062919890116019,278,8,7,0,0,0,,,,6,12,12,6,1,1,1989,1062919890116,01,we,,,1062919890116019,,,,8,1,,,12JUN91:15:13,1,8,1,,,,8835360103,8835020501,1,1,8,1645,33405,2,26,2701.6873242,198916128701we,,0,1062919890116019
,,198916128701wd,112141989012086134,0,1,1,,3,0,86,86,Y,12,52,,4,1121419890120006,134,8,7,0,0,1,,,,6,12,12,6,1,1,1989,1121419890120,01,wd,,,1121419890120006,,,,8,9,,MIAMI-DADE,12JUN91:15:13,1,8,1,,,,,,1,1,8,1145,33125,2,25,4976.8061057,198916128701wd,,0,1121419890120004
GAG,MUTTON SNAPPER,198916128701we,106291989011699278,0,1,1,,2,1,99,19,O,15,20,,3,1062919890116011,278,8,7,2,0,0,,,,5,12,34,6,1,1,1989,1062919890116,01,we,,,1062919890116011,1,0,10,8,1,,,12JUN91:15:13,1,8,1,,,,8835360103,8835020501,1,1,8,1425,38053,2,53,2103.0627578,198916128701we,,0,1062919890116011
DOLPHIN,SAILFISH,198916128701we,106291989012199214,0,1,1,,2,1,99,99,Y,8,52,,4,1062919890121009,214,8,7,0,0,0,,,,6,12,12,6,1,1,1989,1062919890121,01,we,,,1062919890121009,,,,8,1,,,12JUN91:15:13,1,8,1,,,,8850060101,8835290101,1,1,8,1210,33462,2,25,2701.6873242,198916128701we,,0,1062919890121009
DOLPHIN,SPANISH MACKEREL,198916128701we,1129019890114111288,0,1,1,,2,1,111,111,Y,8,52,,2,1129019890114009,288,8,7,0,0,0,,,,6,12,12,6,1,1,1989,1129019890114,01,we,,,1129019890114009,,,,8,1,,,12JUN91:15:13,1,8,1,,,,8850030502,8835290101,1,1,8,1340,32962,2,41,2701.6873242,198916128701we,,0,1129019890114009
DOLPHIN,KING MACKEREL,198916128701we,106291989011699278,0,1,1,,2,1,99,99,Y,1,30,,4,1062919890116009,278,8,7,1,0,0,,,,6,12,12,6,1,1,1989,1062919890116,01,we,,,1062919890116009,1,0,1,8,1,,,12JUN91:15:13,1,8,1,,,,8850030501,8835290101,1,1,8,1345,33415,2,43,2701.6873242,198916128701we,,0,1062919890116009
,KING MACKEREL,198916128701we,112901989012885977,0,1,1,,2,1,85,85,Y,6,50,,1,1129019890128002,977,8,7,0,0,0,,,,6,12,12,6,1,1,1989,1129019890128,01,we,,,1129019890128002,,,,8,1,,,12JUN91:15:13,1,8,1,,,,8850030501,,1,1,8,1400,33455,2,47,4989.1910875,198916128701we,,0,1129019890128002
,DOLPHIN,198916128701we,112901989012885977,0,1,1,,2,1,85,85,Y,20,100,,3,1129019890128003,977,8,7,0,0,0,,,,6,12,12,6,2,1,1989,1129019890128,01,we,,,1129019890128003,,,,8,9,,,12JUN91:15:13,1,8,1,,,,8835290101,,1,1,8,1430,99998,2,50,4989.1910875,198916128701we,,0,1129019890128003
,,198916128701we,106291989011699278,0,1,1,,2,1,99,99,Y,16,104,,1,1062919890116002,278,8,7,0,0,0,,,,6,12,12,6,1,1,1989,1062919890116,01,we,,,1062919890116002,,,,8,1,,,12JUN91:15:13,1,8,1,,,,,,1,1,8,1205,33408,2,38,2701.6873242,198916128701we,,0,1062919890116002
SPANISH MACKEREL,KING MACKEREL,198916128701we,1129019890114111338,0,1,1,,2,1,111,111,Y,12,100,,6,1129019890114002,338,8,7,0,0,0,,,,6,12,12,6,1,1,1989,1129019890114,01,we,,,1129019890114002,,,,8,1,,,12JUN91:15:13,1,8,1,,,,8850030501,8850030502,1,1,8,1230,32937,2,25,4989.1910875,198916128701we,,0,1129019890114002
,,198916128701we,106291989011499214,0,1,1,,2,1,99,99,Y,16,45,,3.5,1062919890114020,214,8,7,0,0,0,,,,6,12,12,6,1,1,1989,1062919890114,01,we,,,1062919890114020,,,,8,1,,,12JUN91:15:13,1,8,1,,,,,,1,1,8,1630,33461,2,42,2701.6873242,198916128701we,,0,1062919890114020
,,198916128701we,106291989011499214,0,1,1,,2,1,99,99,Y,16,45,,3.5,1062919890114019,214,8,7,1,0,0,,,,6,12,12,6,1,1,1989,1062919890114,01,we,,,1062919890114019,1,,,8,1,,,12JUN91:15:13,1,8,1,,,,,,1,1,8,1620,33461,2,42,2701.6873242,198916128701we,,0,1062919890114019
,SAILFISH,198916128701we,1129019890114111338,0,1,1,,2,1,111,111,Y,4,140,,4,1129019890114001,338,8,7,0,0,0,,,,6,12,12,6,1,1,1989,1129019890114,01,we,,,1129019890114001,,,,8,1,,,12JUN91:15:13,1,8,1,,,,8850060101,,1,1,8,1200,34981,2,32,4989.1910875,198916128701we,,0,1129019890114001
,,198916128701we,106291989011499214,0,1,1,,2,1,99,99,Y,2,2,,3,1062919890114018,214,8,7,0,0,0,,,,6,12,12,6,1,1,1989,1062919890114,01,we,,,1062919890114018,,,,8,1,,,12JUN91:15:13,1,8,1,,,,,,1,1,8,1605,33463,2,53,2701.6873242,198916128701we,,0,1062919890114018
,,198916128702wd,112141989020286191,0,1,1,,3,0,86,86,Y,15,50,,5,1121419890202002,191,8,7,0,0,1,,,,6,12,12,6,1,1,1989,1121419890202,02,wd,,,1121419890202002,,,,8,9,,MIAMI-DADE,12JUN91:15:13,1,8,9,,,,,,1,1,8,1130,33181,2,61,2694.9807564,198916128702wd,,0,1121419890202001
,,198916128701we,106291989011499214,0,1,1,,2,1,99,99,Y,2,2,,3,1062919890114017,214,8,7,0,0,0,,,,6,12,12,6,1,1,1989,1062919890114,01,we,,,1062919890114017,,,,8,1,,,12JUN91:15:13,1,8,1,,,,,,1,1,8,1555,33463,2,19,2701.6873242,198916128701we,,0,1062919890114017
SHEEPSHEAD,GRAY SNAPPER,198916128701we,106291989010885314,0,1,1,,2,1,85,85,Y,16,100,,6,1062919890108017,314,8,7,2,0,0,,,,6,12,12,6,1,1,1989,1062919890108,01,we,,,1062919890108017,1,,,8,1,,,12JUN91:15:13,1,8,1,,,,8835360102,8835430301,1,1,8,1515,34997,2,36,2701.6873242,198916128701we,,0,1062919890108017
,DOLPHIN,198916128701we,106291989011499214,0,1,1,,2,1,99,99,Y,8,52,,3,1062919890114014,214,8,7,0,0,0,,,,6,12,12,6,1,1,1989,1062919890114,01,we,,,1062919890114014,,,,8,1,,,12JUN91:15:13,1,8,1,,,,8835290101,,1,1,8,1440,33462,2,29,2701.6873242,198916128701we,,0,1062919890114014
,DOLPHIN,198916128701we,106291989011499214,0,1,1,,2,1,99,99,Y,8,52,,3,1062919890114013,214,8,7,0,0,0,,,,6,12,12,6,1,1,1989,1062919890114,01,we,,,1062919890114013,,,,8,1,,,12JUN91:15:13,1,8,1,,,,8835290101,,1,1,8,1435,33463,2,29,2701.6873242,198916128701we,,0,1062919890114013
,GRAY SNAPPER,198916128701we,106291989010885314,0,1,1,,2,1,85,85,Y,16,100,,6,1062919890108018,314,8,7,2,0,0,,,,6,12,12,6,1,1,1989,1062919890108,01,we,,,1062919890108018,1,,,8,1,,,12JUN91:15:13,1,8,1,,,,8835360102,,1,1,8,1530,34997,2,38,2701.6873242,198916128701we,,0,1062919890108018
,,198916128701we,106291989011499214,0,1,1,,2,1,99,99,Y,8,52,,4,1062919890114012,214,8,7,0,0,0,,,,6,12,12,6,1,1,1989,1062919890114,01,we,,,1062919890114012,,,,8,1,,,12JUN91:15:13,1,8,1,,,,,,1,1,8,1415,33437,2,28,2701.6873242,198916128701we,,0,1062919890114012
,RED SNAPPER,198916128701we,106291989011499214,0,1,1,,2,1,99,99,Y,6,36,,6,1062919890114002,214,8,7,1,0,0,,,,6,12,12,6,1,1,1989,1062919890114,01,we,,,1062919890114002,1,,,8,1,,,12JUN91:15:13,1,8,1,,,,8835360107,,1,1,8,1125,33461,2,27,2701.6873242,198916128701we,,0,1062919890114002
KING MACKEREL,SAILFISH,198916128701we,106291989011499214,0,1,1,,2,1,99,11,Y,3,12,,5,1062919890114008,214,8,7,1,0,0,,,,6,12,12,6,9,1,1989,1062919890114,01,we,,,1062919890114008,1,,,8,1,,,12JUN91:15:13,1,8,1,,,,8850060101,8850030501,1,1,8,1305,33309,2,48,2701.6873242,198916128701we,,0,1062919890114008
KING MACKEREL,SAILFISH,198916128701we,106291989011499214,0,1,1,,2,1,99,11,Y,1,4,,5,1062919890114010,214,8,7,0,0,0,,,,6,12,12,6,1,1,1989,1062919890114,01,we,,,1062919890114010,,,,8,1,,,12JUN91:15:13,1,8,1,,,,8850060101,8850030501,1,1,8,1335,33309,2,22,2701.6873242,198916128701we,,0,1062919890114010
DOLPHIN,SAILFISH,198916128701we,106291989011499214,0,1,1,,2,1,99,99,Y,24,160,,8,1062919890114004,214,8,7,2,0,0,,,,6,12,12,6,1,1,1989,1062919890114,01,we,,,1062919890114004,1,0,4,8,1,,,12JUN91:15:13,1,8,1,,,,8850060101,8835290101,1,1,8,1200,33461,2,26,2701.6873242,198916128701we,,0,1062919890114004
,,198916128701we,106291989011499214,0,1,1,,2,1,99,99,Y,8,52,,4,1062919890114011,214,8,7,0,0,0,,,,6,12,12,6,1,1,1989,1062919890114,01,we,,,1062919890114011,,,,8,1,,,12JUN91:15:13,1,8,1,,,,,,1,1,8,1400,33416,2,31,2701.6873242,198916128701we,,0,1062919890114011
DOLPHIN,SAILFISH,198916128701we,106291989011499214,0,1,1,,2,1,99,99,Y,24,160,,8,1062919890114003,214,8,7,2,0,0,,,,6,12,12,6,1,1,1989,1062919890114,01,we,,,1062919890114003,1,0,6,8,1,,,12JUN91:15:13,1,8,1,,,,8850060101,8835290101,1,1,8,1150,33415,2,21,2701.6873242,198916128701we,,0,1062919890114003
,SNAPPER FAMILY,198916128702wd,112141989022186296,0,1,1,,3,0,86,998,O,1,2,,3,1121419890221008,296,8,7,0,0,1,,,,,12,99,6,1,1,1989,1121419890221,02,wd,,,1121419890221008,,,,8,9,,,12JUN91:15:13,1,8,1,,,,8835360000,,1,1,8,1430,99997,2,69,3874.0736132,198916128702wd,,0,1121419890221007
,GULF KINGFISH,198916128702we,10629198902118583,0,1,1,,1,1,85,85,Y,20,40,,4.5,1062919890211020,83,8,7,0,2,0,,,,6,12,12,6,1,1,1989,1062919890211,02,we,,,1062919890211020,1,2,0,8,1,,,12JUN91:15:13,1,1,1,,,,8835440602,,1,1,8,1515,34957,2,71,2701.6873242,198916128702we,,0,1062919890211020
,RED SNAPPER,198916128701we,106291989011499214,0,1,1,,2,1,99,99,Y,6,36,,6,1062919890114001,214,8,7,0,0,0,,,,6,12,12,6,1,1,1989,1062919890114,01,we,,,1062919890114001,,,,8,1,,,12JUN91:15:13,1,8,1,,,,8835360107,,1,1,8,1115,33461,2,30,2701.6873242,198916128701we,,0,1062919890114001
,,198916128701we,10629198901088583,0,1,1,,1,1,85,85,Y,6,8,,4,1062919890108010,83,8,7,0,2,0,,,,6,12,12,6,1,1,1989,1062919890108,01,we,,,1062919890108010,1,2,0,8,1,,,12JUN91:15:13,1,1,1,,,,,,1,1,8,1250,33495,2,28,2701.6873242,198916128701we,,0,1062919890108010
KING MACKEREL,SAILFISH,198916128701we,106291989011499214,0,1,1,,2,1,99,11,Y,3,12,,5,1062919890114009,214,8,7,0,0,0,,,,6,12,12,6,1,1,1989,1062919890114,01,we,,,1062919890114009,,,,8,1,,,12JUN91:15:13,1,8,1,,,,8850060101,8850030501,1,1,8,1320,33309,2,32,2701.6873242,198916128701we,,0,1062919890114009
,SAILFISH,198916128701we,106291989010799278,0,1,1,,2,1,99,9,Y,16,104,,5,1062919890107019,278,8,7,0,0,0,,,,6,12,12,6,1,1,1989,1062919890107,01,we,,,1062919890107019,,,,8,1,,,12JUN91:15:13,1,8,1,,,,8850060101,,1,1,8,1625,32949,2,24,2701.6873242,198916128701we,,0,1062919890107019
,,198916128702we,105421989020510930,0,1,1,,2,1,109,109,Y,5,25,,3,1054219890205017,30,8,7,0,0,0,,,,6,12,12,6,1,1,1989,1054219890205,02,we,,,1054219890205017,,,,8,9,,,12JUN91:15:13,1,8,1,,,,,,1,1,8,1545,32084,2,99,2701.6873242,198916128702we,,0,1054219890205017
MUTTON SNAPPER,GAG,198916128701we,106291989010799278,0,1,1,,1,1,99,99,Y,1,6,,3.5,1062919890107009,278,8,7,0,1,0,,,,6,12,12,6,1,1,1989,1062919890107,01,we,,,1062919890107009,1,1,0,8,1,,,12JUN91:15:13,1,1,1,,,,8835020501,8835360103,1,3,8,1340,33406,2,28,2701.6873242,198916128701we,,0,1062919890107009
,,198916128702we,105421989020510930,0,1,1,,2,1,109,109,Y,4,20,,3,1054219890205018,30,8,7,0,0,0,,,,6,12,12,6,1,1,1989,1054219890205,02,we,,,1054219890205018,,,,8,9,,,12JUN91:15:13,1,8,1,,,,,,1,1,8,1550,32084,2,99,2701.6873242,198916128702we,,0,1054219890205018
,,198916128702wd,10389198902219909,0,1,1,,2,1,9,95,Y,7,52,,8,1038919890221002,909,8,7,0,0,0,,,,6,12,12,6,1,1,1989,1038919890221,02,wd,,,1038919890221002,,,,8,1,,,12JUN91:15:13,1,8,1,,,,,,1,1,8,1000,32806,2,28,4976.8061057,198916128702wd,,0,1038919890221002
,,198916128702wd,10389198902219909,0,1,1,,2,1,9,95,Y,7,52,,8,1038919890221001,909,8,7,0,0,0,,,,6,12,12,6,1,1,1989,1038919890221,02,wd,,,1038919890221001,,,,8,1,,,12JUN91:15:13,1,8,1,,,,,,1,1,8,955,32806,2,34,4976.8061057,198916128702wd,,0,1038919890221001
,NURSE SHARK,198916128701we,1129019890114111288,0,1,1,,2,1,111,111,Y,6,50,,5,1129019890114006,288,8,7,0,0,0,,,,6,12,12,6,2,1,1989,1129019890114,01,we,,,1129019890114006,,,,8,9,,,12JUN91:15:13,1,8,1,,,,8707020101,,1,1,8,1300,34947,2,30,2701.6873242,198916128701we,,0,1129019890114006
,SPOTTED SEATROUT,198916128701we,1129019890114111288,0,1,1,,2,1,111,111,Y,10,30,,2,1129019890114005,288,8,7,0,0,0,,,,6,12,12,6,2,1,1989,1129019890114,01,we,,,1129019890114005,,,,8,9,,,12JUN91:15:13,1,8,1,,,,8835440102,,1,1,8,1250,33458,2,24,2701.6873242,198916128701we,,0,1129019890114005
,SILVER JENNY,198916128701we,1129019890114111288,0,1,1,,2,1,111,111,Y,6,50,,4,1129019890114011,288,8,7,0,0,0,,,,6,12,12,6,1,1,1989,1129019890114,01,we,,,1129019890114011,,,,8,1,,,12JUN91:15:13,1,8,1,,,,8835390102,,1,1,8,1440,34953,2,43,2701.6873242,198916128701we,,0,1129019890114011
,,198916128701we,106291989011699278,0,1,1,,2,1,99,99,Y,4,12,,1.5,1062919890116004,278,8,7,1,0,0,,,,6,12,12,6,1,1,1989,1062919890116,01,we,,,1062919890116004,1,,,8,1,,,12JUN91:15:13,1,8,1,,,,,,1,1,8,1235,33463,2,27,2701.6873242,198916128701we,,0,1062919890116004
,,198916128702wd,10389198902219909,0,1,1,,1,1,9,9,Y,4,25,,4,1038919890221011,909,8,7,0,2,0,,,,6,12,12,6,1,1,1989,1038919890221,02,wd,,,1038919890221011,1,2,0,8,1,,,12JUN91:15:13,1,1,1,,,,,,1,1,8,1300,32955,2,31,4976.8061057,198916128702wd,,0,1038919890221011
,SAILFISH,198916128701we,106291989010799278,0,1,1,,2,1,99,99,Y,1,3,,5,1062919890107020,278,8,7,0,0,0,,,,6,12,12,6,1,1,1989,1062919890107,01,we,,,1062919890107020,,,,8,1,,,12JUN91:15:13,1,8,1,,,,8850060101,,1,1,8,1630,33411,2,26,2701.6873242,198916128701we,,0,1062919890107020
,,198916128701we,106291989010799278,0,1,1,,2,1,99,99,Y,40,40,,5.5,1062919890107010,278,8,7,1,0,0,,,,6,12,12,6,1,1,1989,1062919890107,01,we,,,1062919890107010,1,,,8,1,,,12JUN91:15:13,1,8,1,,,,,,1,1,8,1405,33405,2,29,2701.6873242,198916128701we,,0,1062919890107010
