prim2_common,prim1_common,strat_id,psu_id,ADD_HRS,AREA,AREA_X,BOAT_HRS,CATCH,CNTRBTRS,CNTY,CNTY_RES,COASTAL,FFDAYS2,FFDAYS12,FIRST,HRSF,ID_CODE,INTSITE,MODE_F,MODE_FX,NUM_TYP2,NUM_TYP3,NUM_TYP4,NUM_TYP6,ON_LIST,PARTY,REG_RES,ST,ST_RES,SUB_REG,TELEFON,WAVE,YEAR,ASG_CODE,month,kod,MODE_ASG,new_list,PRT_CODE,CELLTYPE,fshinsp_a,num_fish_a,fl_reg,ADD_PH,AREA_NC,COUNTY,DATE1,DIST,F_BY_P,GEAR,MODE2001,MUNI_RES,MUNI_TRP,PRIM1,PRIM2,PVT_RES,RIG,SEP_FISH,TIME,ZIP,DATE,TURTLE,TOURN,AGE,wp_int,VAR_ID,ARX_METHOD,ALT_FLAG,LEADER
,,19921.26128302we,1062919920201117,0,1,1,,2,1,11,163,O,1,3,8,4,1062919920201002,7,1,3,1,0,0,0,,1,0,12,26,6,1,1,1992,1062919920201,02,we,,,1062919920201002,1,,,8,,,,,,,,,,,,,,,,,,,,,,10767.425132,19921.26128302we,,0,1062919920201002
,,19921.26128302we,1062919920215117,,1,1,,2,1,11,11,Y,8,52,8,4,1062919920215005,7,1,3,0,0,0,0,,1,6,12,12,6,1,1,1992,1062919920215,02,we,,,1062919920215005,,,,8,,,,,,,,,,,,,,,,,,,,,,14635.252115,19921.26128302we,,0,1062919920215005
,,19921.16128301wd,106291992012411109,,1,1,,2,1,11,11,Y,5,30,8,3.5,1062919920124013,109,1,3,0,0,0,0,,1,6,12,12,6,1,1,1992,1062919920124,01,wd,,,1062919920124013,,,,8,,,,,,,,,,,,,,,,,,,,,,16956.694615,19921.16128301wd,,0,1062919920124013
,,19921.26128302we,1062919920215117,,1,1,,2,1,11,998,O,2,2,8,3,1062919920215004,7,1,3,0,0,0,0,,1,0,12,99,6,1,1,1992,1062919920215,02,we,,,1062919920215004,,,,8,,,,,,,,,,,,,,,,,,,,,,10767.425132,19921.26128302we,,0,1062919920215004
,,19921.16128301we,11291199201189228,0.5,1,1,,1,1,9,9,Y,12,52,8,1,1129119920118010,228,5,3,0,1,0,0,,1,6,12,12,6,1,1,1992,1129119920118,01,we,,,1129119920118010,2,,,8,,,,,,,,,,,,,,,,,,,,,,28066.090613,19921.16128301we,,0,1129119920118010
,,19921.26128302we,1062919920201117,0,1,1,,2,1,11,11,Y,24,150,8,6,1062919920201003,7,1,3,2,0,0,0,,1,6,12,12,6,1,1,1992,1062919920201,02,we,,,1062919920201003,1,,,8,,,,,,,,,,,,,,,,,,,,,,14635.252115,19921.26128302we,,0,1062919920201003
,,19921.26128302wd,1062919920219117,,1,1,,2,1,11,11,Y,0,0,8,2.5,1062919920219010,7,1,3,0,0,0,0,,1,6,12,12,6,1,1,1992,1062919920219,02,wd,,,1062919920219010,,,,8,,,,,,,,,,,,,,,,,,,,,,16956.694615,19921.26128302wd,,0,1062919920219010
,,19921.26128302wd,1062919920224117,0,1,1,,2,1,11,11,Y,50,250,2,5,1062919920224009,7,1,3,1,0,0,1,,2,6,12,12,6,1,1,1992,1062919920224,02,wd,,,1062919920224009,1,,,8,,,,,,,,,,,,,,,,,,,,,,16956.694615,19921.26128302wd,,0,1062919920224009
,,19921.16128301wd,112911992011561166,0,1,1,,1,2,61,5,O,60,166,1,4,1129119920115003,166,2,3,2,14,0,0,,2,4,12,23,6,1,1,1992,1129119920115,01,wd,,,1129119920115003,2,,,8,,,,,,,,,,,,,,,,,,,,,,23924.042543,19921.16128301wd,,0,1129119920115003
,,19921.16128301we,11291199201189228,1,1,1,,2,1,9,105,O,20,40,2,3.5,1129119920118020,228,5,3,0,0,0,1,,2,0,12,18,6,1,1,1992,1129119920118,01,we,,,1129119920118020,,,,8,,,,,,,,,,,,,,,,,,,,,,20648.740935,19921.16128301we,,0,1129119920118020
,,19921.16128301we,1234319920125117,,1,1,,2,1,11,27,O,0,6,8,3,1234319920125018,7,1,3,0,0,0,0,,1,5,12,34,6,1,1,1992,1234319920125,01,we,,,1234319920125018,,,,8,,,,,,,,,,,,,,,,,,,,,,10767.425132,19921.16128301we,,0,1234319920125018
,,19921.16128301wd,112911992011561166,0,1,1,,1,2,61,111,Y,0,6,1,2,1129119920115008,166,2,3,0,5,0,0,,2,6,12,12,6,1,1,1992,1129119920115,01,wd,,,1129119920115008,2,,,8,,,,,,,,,,,,,,,,,,,,,,32517.931624,19921.16128301wd,,0,1129119920115008
,,19921.16128301we,11291199201189228,0,1,1,,1,1,9,998,O,50,100,1,1,1129119920118017,228,5,3,0,1,0,0,,2,0,12,99,6,1,1,1992,1129119920118,01,we,,,1129119920118017,2,,,8,,,,,,,,,,,,,,,,,,,,,,20648.740935,19921.16128301we,,0,1129119920118017
,,19921.16128301wd,112911992011561166,,1,1,,3,0,61,117,Y,10,10,2,2.5,1129119920115012,166,2,3,0,0,1,1,,2,6,12,12,6,1,1,1992,1129119920115,01,wd,,,1129119920115011,,,,8,,,,,,,,,,,,,,,,,,,,,,32517.931624,19921.16128301wd,,0,1129119920115011
,,19921.16128301wd,106291992012911109,,1,1,,2,1,11,121,O,4,10,8,2,1062919920129009,109,1,3,0,0,0,0,,1,6,12,13,6,1,1,1992,1062919920129,01,wd,,,1062919920129009,,,,8,,,,,,,,,,,,,,,,,,,,,,12475.353231,19921.16128301wd,,0,1062919920129009
,,19921.16128301we,11291199201189228,,1,1,,2,1,9,19,O,0,0,2,2,1129119920118005,228,5,3,0,0,0,1,,2,6,12,37,6,1,1,1992,1129119920118,01,we,,,1129119920118005,,,,8,,,,,,,,,,,,,,,,,,,,,,20648.740935,19921.16128301we,,0,1129119920118005
,,19921.26128302wd,106291992021111109,,1,1,,2,1,11,81,O,0,0,8,4,1062919920211007,109,1,3,0,0,0,0,,1,5,12,36,6,1,1,1992,1062919920211,02,wd,,,1062919920211007,,,,8,,,,,,,,,,,,,,,,,,,,,,12475.353231,19921.26128302wd,,0,1062919920211007
,,19921.26128302we,1062919920215117,,1,1,,2,1,11,11,Y,1,5,2,2,1062919920215007,7,1,3,0,0,0,1,,3,6,12,12,6,1,1,1992,1062919920215,02,we,,,1062919920215007,,,,8,,,,,,,,,,,,,,,,,,,,,,14635.252115,19921.26128302we,,0,1062919920215007
,,19921.16128301wd,106291992012411109,0,1,1,,2,1,11,11,Y,16,104,8,3,1062919920124018,109,1,3,1,0,0,0,,1,6,12,12,6,1,1,1992,1062919920124,01,wd,,,1062919920124018,2,,,8,,,,,,,,,,,,,,,,,,,,,,16956.694615,19921.16128301wd,,0,1062919920124018
,,19921.16128301we,1234319920125117,,1,1,,2,1,11,11,Y,5,40,1,0.5,1234319920125010,7,1,3,0,0,0,0,,2,6,12,12,6,1,1,1992,1234319920125,01,we,,,1234319920125010,,,,8,,,,,,,,,,,,,,,,,,,,,,14635.252115,19921.16128301we,,0,1234319920125010
,,19921.16128301wd,1062919920129117,,1,1,,2,1,11,11,Y,32,175,8,4,1062919920129003,7,1,3,0,0,0,0,,1,6,12,12,6,1,1,1992,1062919920129,01,wd,,,1062919920129003,,,,8,,,,,,,,,,,,,,,,,,,,,,16956.694615,19921.16128301wd,,0,1062919920129003
,,19921.16128301wd,112911992011561166,0,1,1,,1,2,61,117,Y,10,10,1,2.5,1129119920115011,166,2,3,0,7,0,0,,2,6,12,12,6,1,1,1992,1129119920115,01,wd,,,1129119920115011,2,,,8,,,,,,,,,,,,,,,,,,,,,,32517.931624,19921.16128301wd,,0,1129119920115011
,,19921.26128302we,10629199202019985,,1,1,,2,1,99,99,Y,10,30,8,6,1062919920201016,85,1,3,0,0,0,0,,1,6,12,12,6,1,1,1992,1062919920201,02,we,,,1062919920201016,,,,8,,,,,,,,,,,,,,,,,,,,,,14635.252115,19921.26128302we,,0,1062919920201016
,,19921.26128302we,106291992020899237,0,1,1,,2,1,99,99,Y,24,150,1,5,1062919920208009,237,2,3,1,0,0,0,,2,6,12,12,6,1,1,1992,1062919920208,02,we,,,1062919920208009,1,,,8,,,,,,,,,,,,,,,,,,,,,,14635.252115,19921.26128302we,,0,1062919920208009
,,19921.16128301we,10629199201049985,,1,1,,2,1,99,99,Y,50,300,2,6,1062919920104011,85,1,3,0,0,0,1,,2,6,12,12,6,1,1,1992,1062919920104,01,we,,,1062919920104011,,,,8,,,,,,,,,,,,,,,,,,,,,,14635.252115,19921.16128301we,,0,1062919920104011
,,19921.26128302wd,1062919920219117,0,1,1,,2,1,11,11,Y,50,300,8,3,1062919920219001,7,1,3,1,0,0,0,,1,6,12,12,6,1,1,1992,1062919920219,02,wd,,,1062919920219001,1,,,8,,,,,,,,,,,,,,,,,,,,,,16956.694615,19921.26128302wd,,0,1062919920219001
,,19921.26128302we,123431992022399306,,1,1,,2,1,99,11,Y,8,12,1,1,1234319920223011,306,1,3,0,0,0,0,,2,6,12,12,6,1,1,1992,1234319920223,02,we,,,1234319920223011,,,,8,,,,,,,,,,,,,,,,,,,,,,28066.090613,19921.26128302we,,0,1234319920223011
,,19921.16128301wd,106291992011385333,0,1,1,,2,1,85,71,O,3,32,1,2,1062919920113003,333,5,3,1,0,0,0,,2,5,12,42,6,1,1,1992,1062919920113,01,wd,,,1062919920113003,2,,,8,,,,,,,,,,,,,,,,,,,,,,12475.353231,19921.16128301wd,,0,1062919920113003
,,19921.16128301wd,106291992011385333,,1,1,,2,1,85,111,Y,16,104,1,3,1062919920113005,333,5,3,0,0,0,0,,3,6,12,12,6,1,1,1992,1062919920113,01,wd,,,1062919920113005,,,,8,,,,,,,,,,,,,,,,,,,,,,16956.694615,19921.16128301wd,,0,1062919920113005
,,19921.26128302we,1062919920201117,0,1,1,,2,1,11,99,Y,24,200,8,5,1062919920201001,7,1,3,1,0,0,0,,1,6,12,12,6,1,1,1992,1062919920201,02,we,,,1062919920201001,1,,,8,,,,,,,,,,,,,,,,,,,,,,14635.252115,19921.26128302we,,0,1062919920201001
,,19921.16128301wd,106291992012411109,0,1,1,,2,1,11,11,Y,8,50,8,4.5,1062919920124020,109,1,3,1,0,0,0,,1,6,12,12,6,1,1,1992,1062919920124,01,wd,,,1062919920124020,2,,,8,,,,,,,,,,,,,,,,,,,,,,16956.694615,19921.16128301wd,,0,1062919920124020
,,19921.26128302we,123431992022911109,0,1,1,,2,1,11,117,Y,1,12,8,2,1234319920229016,109,1,3,1,0,0,0,,1,6,12,12,6,1,1,1992,1234319920229,02,we,,,1234319920229016,1,,,8,,,,,,,,,,,,,,,,,,,,,,14635.252115,19921.26128302we,,0,1234319920229016
,,19921.26128302we,10629199202019985,0,1,1,,2,1,99,99,Y,2,5,1,2.5,1062919920201019,85,1,3,1,0,0,0,,2,6,12,12,6,1,1,1992,1062919920201,02,we,,,1062919920201019,1,,,8,,,,,,,,,,,,,,,,,,,,,,14635.252115,19921.26128302we,,0,1062919920201019
,,19921.26128302wd,1062919920224117,,1,1,,2,1,11,5,O,2,2,8,2.5,1062919920224016,7,1,3,0,0,0,0,,1,5,12,34,6,1,1,1992,1062919920224,02,wd,,,1062919920224016,,,,8,,,,,,,,,,,,,,,,,,,,,,12475.353231,19921.26128302wd,,0,1062919920224016
,,19921.16128301we,10629199201049985,,1,1,,2,1,99,99,O,1,40,1,3,1062919920104004,85,1,3,0,0,0,0,,2,0,12,26,6,1,1,1992,1062919920104,01,we,,,1062919920104004,,,,8,,,,,,,,,,,,,,,,,,,,,,10767.425132,19921.16128301we,,0,1062919920104004
,,19921.26128302we,12343199202159999,,1,1,,2,1,99,99,Y,4,25,1,6,1234319920215002,99,3,3,0,0,0,0,,2,6,12,12,6,1,1,1992,1234319920215,02,we,,,1234319920215002,,,,8,,,,,,,,,,,,,,,,,,,,,,28066.090613,19921.26128302we,,0,1234319920215002
,,19921.26128302we,1062919920215117,,1,1,,2,1,11,21,O,0,0,8,3.5,1062919920215008,7,1,3,0,0,0,0,,1,5,12,24,6,1,1,1992,1062919920215,02,we,,,1062919920215008,,,,8,,,,,,,,,,,,,,,,,,,,,,10767.425132,19921.26128302we,,0,1062919920215008
,,19921.16128301wd,106291992012411109,,1,1,,2,1,11,11,Y,8,52,8,5,1062919920124017,109,1,3,0,0,0,0,,1,6,12,12,6,1,1,1992,1062919920124,01,wd,,,1062919920124017,,,,8,,,,,,,,,,,,,,,,,,,,,,16956.694615,19921.16128301wd,,0,1062919920124017
,,19921.26128302wd,106291992022411109,,1,1,,2,1,11,11,Y,5,5,1,4,1062919920224006,109,1,3,0,0,0,0,,2,6,12,12,6,1,1,1992,1062919920224,02,wd,,,1062919920224006,,,,8,,,,,,,,,,,,,,,,,,,,,,16956.694615,19921.26128302wd,,0,1062919920224006
,,19921.16128301we,10629199201049985,,1,1,,2,1,99,99,O,0,0,2,3,1062919920104005,85,1,3,0,0,0,1,,2,0,12,26,6,1,1,1992,1062919920104,01,we,,,1062919920104005,,,,8,,,,,,,,,,,,,,,,,,,,,,10767.425132,19921.16128301we,,0,1062919920104005
,,19921.26128302wd,1062919920219117,,1,1,,2,1,11,17,O,3,3,8,2,1062919920219002,7,1,3,0,0,0,0,,1,4,12,25,6,1,1,1992,1062919920219,02,wd,,,1062919920219002,,,,8,,,,,,,,,,,,,,,,,,,,,,12475.353231,19921.26128302wd,,0,1062919920219002
,,19921.26128302we,123431992022211109,0,1,1,,2,1,11,11,Y,4,20,8,3,1234319920222018,109,1,3,1,0,0,0,,1,6,12,12,6,1,1,1992,1234319920222,02,we,,,1234319920222018,1,,,8,,,,,,,,,,,,,,,,,,,,,,14635.252115,19921.26128302we,,0,1234319920222018
,,19921.26128302we,123431992022911109,0,1,1,,2,1,11,11,Y,1,4,8,0.5,1234319920229010,109,1,3,2,0,0,0,,1,6,12,12,6,1,1,1992,1234319920229,02,we,,,1234319920229010,1,,,8,,,,,,,,,,,,,,,,,,,,,,14635.252115,19921.26128302we,,0,1234319920229010
,,19921.26128302we,123431992022911109,0,1,1,,2,1,11,11,Y,1,3,8,6.5,1234319920229018,109,1,3,4,0,0,0,,1,6,12,12,6,1,1,1992,1234319920229,02,we,,,1234319920229018,1,,,8,,,,,,,,,,,,,,,,,,,,,,14635.252115,19921.26128302we,,0,1234319920229018
,,19921.26128302we,1062919920201117,,1,1,,2,1,11,99,Y,8,52,1,5,1062919920201006,7,1,3,0,0,0,0,,2,6,12,12,6,1,1,1992,1062919920201,02,we,,,1062919920201006,,,,8,,,,,,,,,,,,,,,,,,,,,,14635.252115,19921.26128302we,,0,1062919920201006
,,19921.16128301we,123411992012511913,0,1,1,,1,1,11,11,Y,2,4,8,1.5,1234119920125001,913,2,3,1,4,0,0,,1,6,12,12,6,1,1,1992,1234119920125,01,we,,,1234119920125001,2,,,8,,,,,,,,,,,,,,,,,,,,,,28066.090613,19921.16128301we,,0,1234119920125001
,,19921.26128302wd,106291992021111109,,1,1,,2,1,11,11,Y,4,60,8,1,1062919920211010,109,1,3,0,0,0,0,,1,6,12,12,6,1,1,1992,1062919920211,02,wd,,,1062919920211010,,,,8,,,,,,,,,,,,,,,,,,,,,,16956.694615,19921.26128302wd,,0,1062919920211010
,,19921.26128302we,10629199202089985,0,1,1,,2,1,99,125,O,3,3,1,4,1062919920208018,85,1,3,1,0,0,0,,3,0,12,26,6,1,1,1992,1062919920208,02,we,,,1062919920208018,1,,,8,,,,,,,,,,,,,,,,,,,,,,10767.425132,19921.26128302we,,0,1062919920208018
,,19921.16128301wd,106291992011385333,,1,1,,2,1,85,111,Y,16,104,2,3,1062919920113006,333,5,3,0,0,0,1,,3,6,12,12,6,1,1,1992,1062919920113,01,wd,,,1062919920113006,,,,8,,,,,,,,,,,,,,,,,,,,,,16956.694615,19921.16128301wd,,0,1062919920113006
,,19921.16128301we,1234319920125117,,1,1,,2,1,11,19,O,2,2,8,3,1234319920125013,7,1,3,0,0,0,0,,1,0,12,47,6,1,1,1992,1234319920125,01,we,,,1234319920125013,,,,8,,,,,,,,,,,,,,,,,,,,,,10767.425132,19921.16128301we,,0,1234319920125013
,,19921.16128301we,11291199201189228,,1,1,,2,1,9,9,Y,3,3,2,1,1129119920118018,228,5,3,0,0,0,1,,2,6,12,12,6,1,1,1992,1129119920118,01,we,,,1129119920118018,,,,8,,,,,,,,,,,,,,,,,,,,,,28066.090613,19921.16128301we,,0,1129119920118018
,,19921.16128301wd,112911992011561166,,1,1,,3,0,61,11,Y,2,12,2,3,1129119920115015,166,2,3,0,0,1,1,,3,6,12,12,6,1,1,1992,1129119920115,01,wd,,,1129119920115013,,,,8,,,,,,,,,,,,,,,,,,,,,,32517.931624,19921.16128301wd,,0,1129119920115013
,,19921.26128302wd,123451992021811116,,1,1,,2,1,11,11,Y,3,3,8,2.5,1234519920218003,116,2,3,0,0,0,0,,1,6,12,12,6,1,1,1992,1234519920218,02,wd,,,1234519920218003,,,,8,,,,,,,,,,,,,,,,,,,,,,32517.931624,19921.26128302wd,,0,1234519920218003
,,19921.16128301wd,106291992012911109,,1,1,,2,1,11,11,Y,1,3,8,3,1062919920129010,109,1,3,0,0,0,0,,1,6,12,12,6,1,1,1992,1062919920129,01,wd,,,1062919920129010,,,,8,,,,,,,,,,,,,,,,,,,,,,16956.694615,19921.16128301wd,,0,1062919920129010
,,19921.16128301we,1234319920125117,0,1,1,,2,1,11,9,O,0,2,1,1,1234319920125016,7,1,3,1,0,0,0,,2,4,12,9,6,2,1,1992,1234319920125,01,we,,,1234319920125016,2,,,8,,,,,,,,,,,,,,,,,,,,,,10767.425132,19921.16128301we,,0,1234319920125016
,,19921.16128301we,11291199201189228,,1,1,,2,1,9,3,O,4,56,1,2,1129119920118004,228,5,3,0,0,0,0,,2,5,12,42,6,1,1,1992,1129119920118,01,we,,,1129119920118004,,,,8,,,,,,,,,,,,,,,,,,,,,,20648.740935,19921.16128301we,,0,1129119920118004
,,19921.16128301wd,106291992012911109,,1,1,,2,1,11,11,Y,1,3,1,3.5,1062919920129014,109,1,3,0,0,0,0,,3,6,12,12,6,1,1,1992,1062919920129,01,wd,,,1062919920129014,,,,8,,,,,,,,,,,,,,,,,,,,,,16956.694615,19921.16128301wd,,0,1062919920129014
,,19921.16128301wd,106291992012911109,0,1,1,,2,1,11,11,Y,8,48,1,3.5,1062919920129011,109,1,3,2,0,0,0,,3,6,12,12,6,1,1,1992,1062919920129,01,wd,,,1062919920129011,2,,,8,,,,,,,,,,,,,,,,,,,,,,16956.694615,19921.16128301wd,,0,1062919920129011
,,19921.16128301we,11291199201189228,,1,1,,2,1,9,9,Y,24,150,8,5,1129119920118006,228,5,3,0,0,0,0,,1,6,12,12,6,1,1,1992,1129119920118,01,we,,,1129119920118006,,,,8,,,,,,,,,,,,,,,,,,,,,,28066.090613,19921.16128301we,,0,1129119920118006
,,19921.16128301we,1234319920125117,,1,1,,2,1,11,61,O,0,0,8,1,1234319920125015,7,1,3,0,0,0,0,,1,0,12,39,6,1,1,1992,1234319920125,01,we,,,1234319920125015,,,,8,,,,,,,,,,,,,,,,,,,,,,10767.425132,19921.16128301we,,0,1234319920125015
,,19921.26128302we,10629199202019985,,1,1,,2,1,99,998,O,1,3,2,2.5,1062919920201020,85,1,3,0,0,0,1,,2,0,12,99,6,1,1,1992,1062919920201,02,we,,,1062919920201020,,,,8,,,,,,,,,,,,,,,,,,,,,,10767.425132,19921.26128302we,,0,1062919920201020
