prim2_common,prim1_common,strat_id,psu_id,ADD_HRS,AREA,AREA_X,BOAT_HRS,CATCH,CNTRBTRS,CNTY,CNTY_RES,COASTAL,FFDAYS2,FFDAYS12,FIRST,HRSF,ID_CODE,INTSITE,MODE_F,MODE_FX,NUM_TYP2,NUM_TYP3,NUM_TYP4,NUM_TYP6,ON_LIST,PARTY,REG_RES,ST,ST_RES,SUB_REG,TELEFON,WAVE,YEAR,ASG_CODE,month,kod,MODE_ASG,new_list,PRT_CODE,CELLTYPE,fshinsp_a,num_fish_a,fl_reg,ADD_PH,AREA_NC,COUNTY,DATE1,DIST,F_BY_P,GEAR,MODE2001,MUNI_RES,MUNI_TRP,PRIM1,PRIM2,PVT_RES,RIG,SEP_FISH,TIME,ZIP,TOURN,TURTLE,AGE,wp_int,VAR_ID,ARX_METHOD,ALT_FLAG,LEADER
,SUMMER FLOUNDER,199066378211wd,110681990110655264,1,1,1,,3,0,55,730,O,2,10,,8,1106819901106022,264,5,3,2,0,1,,,,5,37,51,6,1,6,1990,1106819901106,11,wd,,,1106819901106021,2,,,8,1,1,Petersburg City,15OCT91:05:52,1,8,1,,,,8857030301,0,1,88,8,1603,23805,8,9,61,4164.9867746,199066378211wd,,0,1106819901106021
,SUMMER FLOUNDER,199066378211wd,110681990110655264,1,1,1,,1,4,55,87,O,2,10,,8,1106819901106021,264,5,3,1,13,0,,,,5,37,51,6,1,6,1990,1106819901106,11,wd,,,1106819901106021,2,4,0,8,1,1,Henrico,15OCT91:05:52,1,2,1,,,,8857030301,0,1,88,2,1557,23233,8,9,56,4164.9867746,199066378211wd,,0,1106819901106021
,SUMMER FLOUNDER,199066378211we,110681990111155264,0,1,1,,3,0,55,161,O,3,3,,7,1106819901111006,264,5,3,1,0,1,,,,5,37,51,6,1,6,1990,1106819901111,11,we,,,1106819901111001,2,,,8,1,1,,15OCT91:05:52,1,8,1,,,,8857030301,0,1,88,8,1350,24019,8,9,38,1499.1286303,199066378211we,,0,1106819901111001
,RED DRUM,199066378211we,110681990111155264,0,1,1,,3,0,55,147,Y,5,5,,6.5,1106819901111010,264,5,3,2,0,1,,,,6,37,37,6,1,6,1990,1106819901111,11,we,,,1106819901111009,2,0,2,8,1,1,Pitt,15OCT91:05:52,1,8,1,,,,8835440901,0,1,88,8,1404,27834,8,9,20,2000.9378259,199066378211we,,0,1106819901111009
,RED DRUM,199066378211wd,110681990110655264,4,1,1,,2,1,55,17,O,4,11,,7,1106819901106020,264,5,3,1,0,0,,,,5,37,42,6,1,6,1990,1106819901106,11,wd,,,1106819901106020,2,,,8,1,1,,15OCT91:05:52,1,8,1,,,,8835440901,0,1,88,8,1552,19022,8,9,26,4164.9867746,199066378211wd,,0,1106819901106020
,RED DRUM,199066378211wd,110681990110655264,0,1,1,,1,1,55,17,O,2,4,,7,1106819901106019,264,5,3,1,1,0,,,,5,37,42,6,1,6,1990,1106819901106,11,wd,,,1106819901106019,2,,,8,1,1,,15OCT91:05:52,1,1,1,,,,8835440901,0,1,88,8,1548,19054,8,9,25,4164.9867746,199066378211wd,,0,1106819901106019
,,199066378211we,110681990111155264,,1,1,,2,1,55,163,O,0,10,,4.5,1106819901111014,264,5,3,0,0,0,,,,,37,39,6,1,6,1990,1106819901111,11,we,,,1106819901111014,,,,8,1,1,,15OCT91:05:52,1,8,1,,,,0,0,1,88,8,1422,43701,8,9,67,1499.1286303,199066378211we,,0,1106819901111014
,,199066378211wd,110681990110655264,5,1,1,,3,0,55,17,O,5,21,,9.5,1106819901106018,264,5,3,0,0,1,,,,5,37,42,6,1,6,1990,1106819901106,11,wd,,,1106819901106017,,,,8,1,1,,15OCT91:05:52,1,8,1,,,,0,0,1,88,8,1543,19054,8,9,46,4164.9867746,199066378211wd,,0,1106819901106017
,,199066378211wd,110681990110655264,0,1,1,,1,2,55,17,O,5,21,,9.5,1106819901106017,264,5,3,1,15,0,,,,5,37,42,6,1,6,1990,1106819901106,11,wd,,,1106819901106017,2,20,0,8,1,1,,15OCT91:05:52,1,2,1,,,,0,0,1,88,2,1543,19054,8,9,39,4164.9867746,199066378211wd,,0,1106819901106017
,SUMMER FLOUNDER,199066378211wd,110681990110655264,0,1,1,,2,1,55,133,O,35,35,,2.5,1106819901106016,264,5,3,1,0,0,,,,,37,39,6,1,6,1990,1106819901106,11,wd,,,1106819901106016,2,,,8,1,1,,15OCT91:05:52,1,8,1,,,,8857030301,0,1,88,8,1539,44272,8,9,81,4164.9867746,199066378211wd,,0,1106819901106016
,SUMMER FLOUNDER,199066378211wd,110681990110655264,0,1,1,,1,1,55,133,O,35,35,,1.5,1106819901106015,264,5,3,1,1,0,,,,,37,39,6,1,6,1990,1106819901106,11,wd,,,1106819901106015,2,1,0,8,1,1,,15OCT91:05:52,1,1,1,,,,8857030301,0,1,88,8,1536,44272,8,9,62,4164.9867746,199066378211wd,,0,1106819901106015
,BLUEFISH,199066378211wd,110681990110655264,0,1,1,,1,1,55,135,O,2,2,,5,1106819901106014,264,5,3,1,1,0,,,,,37,39,6,1,6,1990,1106819901106,11,wd,,,1106819901106014,2,1,0,8,1,1,,15OCT91:05:52,1,2,1,,,,8835250101,0,1,88,1,1520,45311,8,9,67,4164.9867746,199066378211wd,,0,1106819901106014
,BLUEFISH,199066378211wd,110681990110655264,0,1,1,,1,1,55,113,O,2,6,,5,1106819901106013,264,5,3,1,1,0,,,,,37,39,6,1,6,1990,1106819901106,11,wd,,,1106819901106013,2,1,0,8,1,1,,15OCT91:05:52,1,2,1,,,,8835250101,0,1,88,1,1512,45342,8,9,38,4164.9867746,199066378211wd,,0,1106819901106013
,,199066378211we,110681990111155264,0,1,1,,3,0,55,67,O,0,0,,4,1106819901111022,264,5,3,1,0,1,,,,6,37,45,6,1,6,1990,1106819901111,11,we,,,1106819901111020,2,,,8,1,1,Marion,15OCT91:05:52,1,8,1,,,,0,0,1,88,8,1633,29571,8,9,35,1499.1286303,199066378211we,,0,1106819901111020
,,199066378211wd,110681990110655264,0,1,1,,1,1,55,61,O,2,5,,5,1106819901106012,264,5,3,0,1,0,,,,,37,39,6,1,6,1990,1106819901106,11,wd,,,1106819901106012,2,1,0,8,1,1,,15OCT91:05:52,1,1,1,,,,0,0,1,88,8,1503,45002,8,9,24,4164.9867746,199066378211wd,,0,1106819901106012
,,199066378211wd,110681990110655264,0,1,1,,1,1,55,61,O,2,2,,5,1106819901106011,264,5,3,0,1,0,,,,,37,39,6,1,6,1990,1106819901106,11,wd,,,1106819901106011,2,1,0,8,1,1,,15OCT91:05:52,1,1,1,,,,0,0,1,88,8,1457,45002,8,9,52,4164.9867746,199066378211wd,,0,1106819901106011
,,199066378211wd,110681990110655264,0,1,1,,3,0,55,159,N,30,60,,4.5,1106819901106010,264,5,3,2,0,1,,,,6,37,37,6,1,6,1990,1106819901106,11,wd,,,1106819901106009,2,,,8,1,1,,15OCT91:05:52,1,8,1,,,,0,0,1,88,8,1443,28144,8,9,62,5916.7769445,199066378211wd,,0,1106819901106009
,SPOTTED SEATROUT,199066378211wd,110681990110655264,0,1,1,,1,2,55,159,N,30,60,,4.5,1106819901106009,264,5,3,0,4,0,,,,6,37,37,6,1,6,1990,1106819901106,11,wd,,,1106819901106009,2,4,0,8,1,1,,15OCT91:05:52,1,2,1,,,,8835440102,0,1,88,2,1439,28144,8,9,70,5916.7769445,199066378211wd,,0,1106819901106009
,,199066378211we,110681990111155264,,1,1,,3,0,55,57,N,0,3,,2,1106819901111026,264,5,3,0,0,1,,,,6,37,37,6,1,6,1990,1106819901111,11,we,,,1106819901111025,,,,8,1,1,,15OCT91:05:52,1,8,1,,,,0,0,1,88,8,1643,27107,8,9,49,2129.6609561,199066378211we,,0,1106819901111025
,SUMMER FLOUNDER,199066378211wd,110681990110655264,0,1,1,,2,1,55,55,Y,0,30,,1.5,1106819901106008,264,5,3,2,0,0,,,,6,37,37,6,1,6,1990,1106819901106,11,wd,,,1106819901106008,2,,,8,1,1,Dare,15OCT91:05:52,1,8,1,,,,8857030301,0,1,88,8,1430,27920,8,9,67,5559.1491037,199066378211wd,,0,1106819901106008
,SUMMER FLOUNDER,199066378211wd,110681990110655264,0,1,1,,1,1,55,55,Y,5,20,,1.5,1106819901106007,264,5,3,0,1,0,,,,6,37,37,6,1,6,1990,1106819901106,11,wd,,,1106819901106007,2,1,0,8,1,1,Dare,15OCT91:05:52,1,1,1,,,,8857030301,0,1,88,8,1424,27920,8,9,65,5559.1491037,199066378211wd,,0,1106819901106007
,SUMMER FLOUNDER,199066378211wd,110681990110655264,0,1,1,,2,1,55,3,O,16,16,,2,1106819901106006,264,5,3,1,0,0,,,,5,37,10,6,1,6,1990,1106819901106,11,wd,,,1106819901106006,2,,,8,1,1,New Castle,15OCT91:05:52,1,8,1,,,,8857030301,0,1,88,8,1412,19720,8,9,53,4164.9867746,199066378211wd,,0,1106819901106006
,RED DRUM,199066378211wd,110681990110655264,0,1,1,,1,1,55,3,O,33,60,,2.5,1106819901106005,264,5,3,0,1,0,,,,5,37,10,6,1,6,1990,1106819901106,11,wd,,,1106819901106005,2,1,0,8,1,1,New Castle,15OCT91:05:52,1,1,1,,,,8835440901,0,1,88,8,1407,19711,8,9,53,4164.9867746,199066378211wd,,0,1106819901106005
,BLUEFISH,199066378211wd,110681990111355500,,1,1,,2,1,55,55,Y,25,37,,2,1106819901113001,500,5,3,0,0,0,,,,6,37,37,6,1,6,1990,1106819901113,11,wd,,,1106819901113001,,,,8,1,1,Dare,15OCT91:05:52,1,8,1,,,,8835250101,0,1,88,8,1430,27981,8,9,24,5559.1491037,199066378211wd,,0,1106819901113001
SPOTTED SEATROUT,RED DRUM,199066378211wd,110681990110655264,,1,1,,2,1,55,3,O,33,60,,2.5,1106819901106004,264,5,3,0,0,0,,,,5,37,10,6,1,6,1990,1106819901106,11,wd,,,1106819901106004,,,,8,1,1,New Castle,15OCT91:05:52,1,8,1,,,,8835440901,8835440102,1,88,8,1401,19711,8,9,55,4164.9867746,199066378211wd,,0,1106819901106004
,,199066378211wd,110681990110655264,0,1,1,,3,0,55,97,N,0,17,,2.5,1106819901106003,264,5,3,1,0,1,,,,6,37,37,6,1,6,1990,1106819901106,11,wd,,,1106819901106002,2,,,8,1,1,,15OCT91:05:52,1,8,1,,,,0,0,1,88,8,1327,28115,8,9,60,5916.7769445,199066378211wd,,0,1106819901106002
,,199066378211wd,110681990110655264,0,1,1,,1,2,55,97,N,0,17,,2.5,1106819901106002,264,5,3,0,4,0,,,,6,37,37,6,1,6,1990,1106819901106,11,wd,,,1106819901106002,2,1,0,8,1,1,,15OCT91:05:52,1,2,1,,,,0,0,1,88,2,1321,28115,8,9,58,5916.7769445,199066378211wd,,0,1106819901106002
,,199066378211wd,110681990110655264,0,1,1,,1,1,55,5,O,0,14,,2,1106819901106001,264,5,3,0,3,0,,,,5,37,10,6,1,6,1990,1106819901106,11,wd,,,1106819901106001,2,1,0,8,1,1,Sussex,15OCT91:05:52,1,1,1,,,,0,0,1,88,8,1210,19940,8,9,75,4164.9867746,199066378211wd,,0,1106819901106001
,,199066378111we,110681990110355428,,1,1,,2,1,55,810,O,1,1,,2,1106819901103029,428,1,3,0,0,0,,,,5,37,51,6,1,6,1990,1106819901103,11,we,,,1106819901103029,,,,8,1,1,Virginia Beach City,15OCT91:05:52,1,8,1,,,,0,0,1,88,8,1627,23455,8,9,30,2682.1312191,199066378111we,,0,1106819901103029
,,199066378111we,110681990110355428,,1,1,,2,1,55,810,O,1,1,,2,1106819901103028,428,1,3,0,0,0,,,,5,37,51,6,1,6,1990,1106819901103,11,we,,,1106819901103028,,,,8,1,1,Virginia Beach City,15OCT91:05:52,1,8,1,,,,0,0,1,88,8,1621,23455,8,9,68,2682.1312191,199066378111we,,0,1106819901103028
,,199066378111we,110681990110355428,,1,1,,2,1,55,810,O,0,0,,3.5,1106819901103027,428,1,3,0,0,0,,,,5,37,51,6,1,6,1990,1106819901103,11,we,,,1106819901103027,,,,8,1,1,Virginia Beach City,15OCT91:05:52,1,8,1,,,,0,0,1,88,8,1621,23456,8,9,27,2682.1312191,199066378111we,,0,1106819901103027
,,199066378111we,110681990110355428,,1,1,,2,1,55,810,O,0,0,,3.5,1106819901103026,428,1,3,0,0,0,,,,5,37,51,6,1,6,1990,1106819901103,11,we,,,1106819901103026,,,,8,1,1,Virginia Beach City,15OCT91:05:52,1,8,1,,,,0,0,1,88,8,1617,23454,8,9,28,2682.1312191,199066378111we,,0,1106819901103026
,BLUEFISH,199066378211wd,110681990112655500,0,1,1,,2,1,55,1,O,2,6,,4,1106819901126007,500,5,3,1,0,0,,,,5,37,34,6,1,6,1990,1106819901126,11,wd,,,1106819901126007,2,0,3,8,1,1,Atlantic,15OCT91:05:52,1,8,1,,,,8835250101,0,1,88,8,1355,08401,8,9,30,4164.9867746,199066378211wd,,0,1106819901126007
,BLUEFISH,199066378211wd,110681990112655500,,1,1,,2,1,55,121,O,7,15,,1,1106819901126011,500,5,3,0,0,0,,,,5,37,51,6,1,6,1990,1106819901126,11,wd,,,1106819901126011,,,,8,1,1,,15OCT91:05:52,1,8,1,,,,8835250101,0,1,88,8,1415,24060,8,9,72,4164.9867746,199066378211wd,,0,1106819901126011
,,199066378111we,110681990110355428,,1,1,,2,1,55,810,O,0,0,,3.5,1106819901103025,428,1,3,0,0,0,,,,5,37,51,6,1,6,1990,1106819901103,11,we,,,1106819901103025,,,,8,1,1,Virginia Beach City,15OCT91:05:52,1,8,1,,,,0,0,1,88,8,1613,23464,8,9,27,2682.1312191,199066378111we,,0,1106819901103025
,,199066378111we,110681990110355428,,1,1,,2,1,55,29,O,0,0,,3.5,1106819901103024,428,1,3,0,0,0,,,,5,37,34,6,1,6,1990,1106819901103,11,we,,,1106819901103024,,,,8,1,1,Ocean,15OCT91:05:52,1,8,1,,,,0,0,1,88,8,1609,08742,8,9,24,2682.1312191,199066378111we,,0,1106819901103024
,,199066378111we,110681990110355428,,1,1,,2,1,55,107,O,3,5,,5,1106819901103023,428,1,3,0,0,0,,,,5,37,51,6,1,6,1990,1106819901103,11,we,,,1106819901103023,,,,8,1,1,,15OCT91:05:52,1,8,1,,,,0,0,1,88,8,1558,22170,8,9,35,2682.1312191,199066378111we,,0,1106819901103023
,,199066378111we,110681990110355428,,1,1,,2,1,55,41,O,0,0,,2,1106819901103022,428,1,3,0,0,0,,,,5,37,51,6,1,6,1990,1106819901103,11,we,,,1106819901103022,,,,8,1,1,Chesterfield,15OCT91:05:52,1,8,1,,,,0,0,1,88,8,1518,23235,8,9,53,2682.1312191,199066378111we,,0,1106819901103022
,,199066378111we,110681990110355428,,1,1,,2,1,55,41,O,0,0,,2,1106819901103021,428,1,3,0,0,0,,,,5,37,51,6,1,6,1990,1106819901103,11,we,,,1106819901103021,,,,8,1,1,Chesterfield,15OCT91:05:52,1,8,1,,,,0,0,1,88,8,1513,23235,8,9,61,2682.1312191,199066378111we,,0,1106819901103021
,BLUEFISH,199066378111we,110681990110355428,,1,1,,2,1,55,55,Y,35,60,,3.5,1106819901103020,428,1,3,0,0,0,,,,6,37,37,6,1,6,1990,1106819901103,11,we,,,1106819901103020,,,,8,1,1,Dare,15OCT91:05:52,1,8,1,,,,8835250101,0,1,88,8,1450,27949,8,9,63,3031.4745842,199066378111we,,0,1106819901103020
,,199066378111we,110681990110355428,,1,1,,2,1,55,15,Y,0,2,,6.5,1106819901103019,428,1,3,0,0,0,,,,6,37,37,6,1,6,1990,1106819901103,11,we,,,1106819901103019,,,,8,1,1,Bertie,15OCT91:05:52,1,8,1,,,,0,0,1,88,8,1442,27924,8,9,33,3031.4745842,199066378111we,,0,1106819901103019
,,199066378111we,110681990110355428,,1,1,,2,1,55,15,Y,0,2,,6.5,1106819901103018,428,1,3,0,0,0,,,,6,37,37,6,1,6,1990,1106819901103,11,we,,,1106819901103018,,,,8,1,1,Bertie,15OCT91:05:52,1,8,1,,,,0,0,1,88,8,1437,27924,8,9,67,3031.4745842,199066378111we,,0,1106819901103018
,BLUEFISH,199066378211wd,110681990112655500,0,1,1,,2,1,55,63,N,0,0,,8,1106819901126015,500,5,3,1,0,0,,,,6,37,37,6,1,6,1990,1106819901126,11,wd,,,1106819901126015,2,0,2,8,9,1,,15OCT91:05:52,1,8,1,,,,8835250101,0,1,88,8,1445,27703,8,9,51,5916.7769445,199066378211wd,,0,1106819901126015
,BLUEFISH,199066378111we,110681990110355428,,1,1,,2,1,55,700,O,10,14,,6,1106819901103017,428,1,3,0,0,0,,,,5,37,51,6,1,6,1990,1106819901103,11,we,,,1106819901103017,,,,8,1,1,Newport News City,15OCT91:05:52,1,8,1,,,,8835250101,0,1,88,8,1435,23601,8,9,65,2682.1312191,199066378111we,,0,1106819901103017
,BLUEFISH,199066378111we,110681990110355428,0,1,1,,2,1,55,700,O,10,14,,6,1106819901103016,428,1,3,1,0,0,,,,5,37,51,6,1,6,1990,1106819901103,11,we,,,1106819901103016,1,0,11,8,1,1,Newport News City,15OCT91:05:52,1,8,1,,,,8835250101,0,1,88,8,1432,23601,8,9,67,2682.1312191,199066378111we,,0,1106819901103016
,,199066378111we,110681990110355428,0,1,1,,2,1,55,117,O,1,3,,4.5,1106819901103015,428,1,3,1,0,0,,,,7,37,1,6,1,6,1990,1106819901103,11,we,,,1106819901103015,1,,,8,1,1,,15OCT91:05:52,1,8,1,,,,0,0,1,88,8,1430,35242,8,9,42,2682.1312191,199066378111we,,0,1106819901103015
,,199066378111we,110681990110355428,0,1,1,,2,1,55,139,Y,8,12,,4.5,1106819901103014,428,1,3,2,0,0,,,,6,37,37,6,1,6,1990,1106819901103,11,we,,,1106819901103014,1,0,3,8,1,1,Pasquotank,15OCT91:05:52,1,8,1,,,,0,0,1,88,8,1427,27909,8,9,72,3031.4745842,199066378111we,,0,1106819901103014
,BLUEFISH,199066378211wd,110681990112655500,0,1,1,,2,1,55,650,O,2,14,,3.5,1106819901126023,500,5,3,2,0,0,,,,5,37,51,6,1,6,1990,1106819901126,11,wd,,,1106819901126023,2,0,2,8,1,1,Hampton City,15OCT91:05:52,1,8,1,,,,8835250101,0,1,88,8,1550,23666,8,9,46,4164.9867746,199066378211wd,,0,1106819901126023
,,199066378111we,110681990110355428,,1,1,,2,1,55,73,Y,1,3,,5,1106819901103013,428,1,3,0,0,0,,,,6,37,37,6,1,6,1990,1106819901103,11,we,,,1106819901103013,,,,8,1,1,Gates,15OCT91:05:52,1,8,1,,,,0,0,1,88,8,1414,27938,8,9,72,3031.4745842,199066378111we,,0,1106819901103013
,,199066378111we,110681990110355428,,1,1,,2,1,55,73,Y,2,4,,5,1106819901103012,428,1,3,0,0,0,,,,6,37,37,6,1,6,1990,1106819901103,11,we,,,1106819901103012,,,,8,1,1,Gates,15OCT91:05:52,1,8,1,,,,0,0,1,88,8,1410,27979,8,9,63,3031.4745842,199066378111we,,0,1106819901103012
,,199066378111we,110681990110355428,,1,1,,2,1,55,73,Y,0,0,,5,1106819901103011,428,1,3,0,0,0,,,,6,37,37,6,2,6,1990,1106819901103,11,we,,,1106819901103011,,,,8,9,1,Gates,15OCT91:05:52,1,8,1,,,,0,0,1,88,8,1405,27938,8,9,60,3031.4745842,199066378111we,,0,1106819901103011
,,199066378111we,110681990110355428,,1,1,,2,1,55,73,Y,0,0,,5,1106819901103010,428,1,3,0,0,0,,,,6,37,37,6,2,6,1990,1106819901103,11,we,,,1106819901103010,,,,8,9,1,Gates,15OCT91:05:52,1,8,1,,,,0,0,1,88,8,1401,27938,8,9,67,3031.4745842,199066378111we,,0,1106819901103010
,BLUEFISH,199066378211wd,110681990112755264,0,1,1,,2,1,55,83,O,3,7,,6,1106819901127002,264,5,3,1,0,0,,,,6,37,45,6,1,6,1990,1106819901127,11,wd,,,1106819901127002,2,,,8,1,1,,15OCT91:05:52,1,8,1,,,,8835250101,0,1,88,8,1415,29303,8,9,22,4164.9867746,199066378211wd,,0,1106819901127002
,BLUEFISH,199066378211wd,110681990112755264,,1,1,,2,1,55,91,O,4,15,,5.5,1106819901127006,264,5,3,0,0,0,,,,5,37,42,6,1,6,1990,1106819901127,11,wd,,,1106819901127006,,,,8,1,1,,15OCT91:05:52,1,8,1,,,,8835250101,0,1,88,8,1439,19090,8,9,43,4164.9867746,199066378211wd,,0,1106819901127006
SPOTTED SEATROUT,SPOTTED SEATROUT,199066378111we,110681990110355428,0,1,1,,2,1,55,55,Y,35,140,,6,1106819901103009,428,1,3,1,0,0,,,,6,37,37,6,1,6,1990,1106819901103,11,we,,,1106819901103009,1,,,8,1,1,Dare,15OCT91:05:52,1,8,1,,,,8835440102,8835440102,1,88,8,1336,27949,8,9,34,3031.4745842,199066378111we,,0,1106819901103009
,,199066378111we,110681990110355428,,1,1,,2,1,55,139,Y,0,3,,3,1106819901103008,428,1,3,0,0,0,,,,6,37,37,6,1,6,1990,1106819901103,11,we,,,1106819901103008,,,,8,1,1,Pasquotank,15OCT91:05:52,1,8,1,,,,0,0,1,88,8,1253,27909,8,9,39,3031.4745842,199066378111we,,0,1106819901103008
,BLUEFISH,199066378111we,110681990110355428,,1,1,,2,1,55,139,Y,0,3,,3,1106819901103007,428,1,3,0,0,0,,,,6,37,37,6,1,6,1990,1106819901103,11,we,,,1106819901103007,,,,8,1,1,Pasquotank,15OCT91:05:52,1,8,1,,,,8835250101,0,1,88,8,1248,27909,8,9,6,3031.4745842,199066378111we,,0,1106819901103007
SPOTTED SEATROUT,BLUEFISH,199066378111we,110681990110355428,0,1,1,,2,1,55,740,O,1,2,,7,1106819901103006,428,1,3,1,0,0,,,,5,37,51,6,1,6,1990,1106819901103,11,we,,,1106819901103006,1,,,8,1,1,Portsmouth City,15OCT91:05:52,1,8,1,,,,8835250101,8835440102,1,88,8,1234,23701,8,9,19,2682.1312191,199066378111we,,0,1106819901103006
,,199066378111we,110681990110355428,0,1,1,,1,1,55,740,O,3,6,,7,1106819901103005,428,1,3,0,1,0,,,,5,37,51,6,1,6,1990,1106819901103,11,we,,,1106819901103005,1,1,0,8,1,1,Portsmouth City,15OCT91:05:52,1,2,1,,,,0,0,1,88,1,1230,23701,8,9,16,2682.1312191,199066378111we,,0,1106819901103005
,,199066378111we,110681990110355428,0,1,1,,2,1,55,740,O,0,3,,7,1106819901103004,428,1,3,1,0,0,,,,5,37,51,6,1,6,1990,1106819901103,11,we,,,1106819901103004,1,,,8,1,1,Portsmouth City,15OCT91:05:52,1,8,1,,,,0,0,1,88,8,1226,23701,8,9,42,2682.1312191,199066378111we,,0,1106819901103004
SPOTTED SEATROUT,BLUEFISH,199066378111we,110681990110355428,0,1,1,,1,1,55,740,O,3,6,,7,1106819901103003,428,1,3,0,1,0,,,,5,37,51,6,1,6,1990,1106819901103,11,we,,,1106819901103003,1,1,0,8,1,1,Portsmouth City,15OCT91:05:52,1,2,1,,,,8835250101,8835440102,1,88,1,1222,23701,8,9,42,2682.1312191,199066378111we,,0,1106819901103003
,SPOT,199066378111we,110681990110355428,,1,1,,2,1,55,29,Y,2,4,,2,1106819901103002,428,1,3,0,0,0,,,,6,37,37,6,1,6,1990,1106819901103,11,we,,,1106819901103002,,,,8,1,1,Camden,15OCT91:05:52,1,8,1,,,,8835440401,0,1,88,8,1155,27921,8,9,56,3031.4745842,199066378111we,,0,1106819901103002
,SPOT,199066378111we,110681990110355428,,1,1,,2,1,55,251,O,0,0,,2,1106819901103001,428,1,3,0,0,0,,,,6,37,13,6,2,6,1990,1106819901103,11,we,,,1106819901103001,,,,8,1,1,,15OCT91:05:52,1,8,1,,,,8835440401,0,1,88,8,1150,30467,8,9,23,2682.1312191,199066378111we,,0,1106819901103001
,BLUEFISH,199066378111we,110671990112555428,0,1,1,,1,1,55,550,O,0,0,,7,1106719901125015,428,1,3,0,2,0,,,,5,37,51,6,1,6,1990,1106719901125,11,we,,,1106719901125015,1,2,0,8,1,1,Chesapeake City,15OCT91:05:52,1,1,1,,,,8835250101,0,1,88,8,1410,23320,8,9,16,2682.1312191,199066378111we,,0,1106719901125015
,BLUEFISH,199066378111we,110671990112555415,,1,1,,2,1,55,55,Y,0,0,,2,1106719901125014,415,1,3,0,0,0,,,,6,37,37,6,1,6,1990,1106719901125,11,we,,,1106719901125014,,,,8,1,1,Dare,15OCT91:05:52,1,8,1,,,,8835250101,0,1,88,8,1250,27948,8,9,42,3031.4745842,199066378111we,,0,1106719901125014
,LEFTEYE FLOUNDER FAMILY,199066378111we,110671990112555415,0,1,1,,2,1,55,550,O,6,6,,2,1106719901125013,415,1,3,1,0,0,,,,5,37,51,6,1,6,1990,1106719901125,11,we,,,1106719901125013,1,0,2,8,1,1,Chesapeake City,15OCT91:05:52,1,8,1,,,,8857030000,0,1,88,8,1245,23320,8,9,29,2682.1312191,199066378111we,,0,1106719901125013
RED DRUM,BLUEFISH,199066378211wd,110681990112755264,0,1,1,,2,1,55,1,O,5,21,,2,1106819901127018,264,5,3,1,0,0,,,,5,37,10,6,1,6,1990,1106819901127,11,wd,,,1106819901127018,2,0,2,8,1,1,Kent,15OCT91:05:52,1,8,1,,,,8835250101,8835440901,1,88,8,1556,19934,8,9,32,4164.9867746,199066378211wd,,0,1106819901127018
,BLUEFISH,199066378111we,110671990112555415,,1,1,,2,1,55,55,Y,0,0,,3,1106719901125012,415,1,3,0,0,0,,,,6,37,37,6,1,6,1990,1106719901125,11,we,,,1106719901125012,,,,8,1,1,Dare,15OCT91:05:52,1,8,1,,,,8835250101,0,1,88,8,1240,27948,8,9,31,3031.4745842,199066378111we,,0,1106719901125012
,,199066378111we,110671990112555394,,1,1,,2,1,55,41,Y,2,2,,5,1106719901125011,394,1,3,0,0,0,,,,6,37,37,6,1,6,1990,1106719901125,11,we,,,1106719901125011,,,,8,1,1,Chowan,15OCT91:05:52,1,8,1,,,,0,0,1,88,8,1225,27980,8,9,47,3031.4745842,199066378111we,,0,1106719901125011
,,199066378111we,110671990112555394,,1,1,,2,1,55,41,Y,2,2,,5,1106719901125010,394,1,3,0,0,0,,,,6,37,37,6,1,6,1990,1106719901125,11,we,,,1106719901125010,,,,8,1,1,Chowan,15OCT91:05:52,1,8,1,,,,0,0,1,88,8,1220,27980,8,9,34,3031.4745842,199066378111we,,0,1106719901125010
,,199066378111we,110671990112555394,,1,1,,2,1,55,41,Y,2,2,,5,1106719901125009,394,1,3,0,0,0,,,,6,37,37,6,1,6,1990,1106719901125,11,we,,,1106719901125009,,,,8,1,1,Chowan,15OCT91:05:52,1,8,1,,,,0,0,1,88,8,1215,27980,8,9,55,3031.4745842,199066378111we,,0,1106719901125009
,SUMMER FLOUNDER,199066378211wd,110681990112755264,,1,1,,3,0,55,1,O,6,13,,10,1106819901127022,264,5,3,0,0,1,,,,5,37,10,6,1,6,1990,1106819901127,11,wd,,,1106819901127021,,,,8,1,1,Kent,15OCT91:05:52,1,8,1,,,,8857030301,0,1,88,8,1615,19953,8,1,35,4164.9867746,199066378211wd,,0,1106819901127021
,BLUEFISH,199066378111we,110671990112555394,,1,1,,2,1,55,550,O,2,2,,3.5,1106719901125008,394,1,3,0,0,0,,,,5,37,51,6,1,6,1990,1106719901125,11,we,,,1106719901125008,,,,8,9,1,Chesapeake City,15OCT91:05:52,1,8,1,,,,8835250101,0,1,88,8,1210,23321,8,9,21,2682.1312191,199066378111we,,0,1106719901125008
,,199066378111we,110671990112555394,,1,1,,2,1,55,31,O,7,7,,3,1106719901125007,394,1,3,0,0,0,,,,5,37,51,6,1,6,1990,1106719901125,11,we,,,1106719901125007,,,,8,1,1,,15OCT91:05:52,1,8,1,,,,0,0,1,88,8,1205,24504,8,9,56,2682.1312191,199066378111we,,0,1106719901125007
