prim2_common,prim1_common,strat_id,psu_id,ADD_HRS,AREA,AREA_X,BOAT_HRS,CATCH,CNTRBTRS,CNTY,CNTY_RES,COASTAL,FFDAYS2,FFDAYS12,FIRST,HRSF,ID_CODE,INTSITE,MODE_F,MODE_FX,NUM_TYP2,NUM_TYP3,NUM_TYP4,NUM_TYP6,ON_LIST,PARTY,REG_RES,ST,ST_RES,SUB_REG,TELEFON,WAVE,YEAR,ASG_CODE,month,kod,MODE_ASG,new_list,PRT_CODE,CELLTYPE,fshinsp_a,num_fish_a,fl_reg,ADD_PH,AREA_NC,COUNTY,DATE1,DIST,F_BY_P,GEAR,MODE2001,MUNI_RES,MUNI_TRP,PRIM1,PRIM2,PVT_RES,RIG,SEP_FISH,TIME,ZIP,wp_int,VAR_ID,ARX_METHOD,ALT_FLAG,LEADER
BLUEFISH,BUTTERFISH,19855498109wd,10716198509239275,0,4,5,,1,1,9,9,Y,30,200,,4.5,1071619850923002,275,1,3,0,12,0,,,,4,9,9,4,1,5,1985,1071619850923,09,wd,,,1071619850923002,1,5,0,8,1,,,23APR93:11:24,8,1,1,,,,8851030103,8835250101,1,8,8,1715,,6148.567128,19855498109wd,,0,1071619850923002
,BLUEFISH,19855498109wd,10716198509059293,0,3,5,,1,1,9,9,Y,2,5,,3,1071619850905001,293,3,3,0,10,0,,,,4,9,9,4,1,5,1985,1071619850905,09,wd,,,1071619850905001,1,40,0,8,1,,,23APR93:11:24,8,1,1,,,,8835250101,,1,8,8,1715,,6148.567128,19855498109wd,,0,1071619850905001
,BLUEFISH,19855498109wd,10716198509069218,,4,5,,2,1,9,67,O,1,1,,1,1071619850906004,218,4,3,0,0,0,,,,5,9,36,4,1,5,1985,1071619850906,09,wd,,,1071619850906004,,,,8,1,,,23APR93:11:24,8,8,1,,,,8835250101,,1,8,8,1730,,3836.1388254,19855498109wd,,0,1071619850906004
,BLUEFISH,19855498210wd,10716198510169208,0,2,5,,1,1,9,9,Y,60,80,,3,1071619851016001,208,5,3,0,1,0,,,,4,9,9,4,1,5,1985,1071619851016,10,wd,,,1071619851016001,2,1,0,8,1,,,23APR93:11:24,8,1,1,,,,8835250101,,1,8,8,1800,,2312.2954306,19855498210wd,,0,1071619851016001
,BLUEFISH,19855498209we,104881985090811661,,3,5,,2,1,11,15,Y,4,30,,1,1048819850908001,661,5,3,0,0,0,,,,4,9,9,4,1,5,1985,1048819850908,09,we,,,1048819850908001,,,,8,1,,,05JUN90:09:01,8,8,1,,,,8835250101,,1,8,8,1140,,1161.2166052,19855498209we,,0,1048819850908001
,BLUEFISH,19855498209we,10716198509289287,,2,5,,2,1,9,9,Y,2,3,,2,1071619850928006,287,5,3,0,0,0,,,,4,9,9,4,1,5,1985,1071619850928,09,we,,,1071619850928006,,,,8,1,,,23APR93:11:24,8,8,1,,,,8835250101,,1,8,8,1930,,1161.2166052,19855498209we,,0,1071619850928006
,BLUEFISH,19855498209we,10716198509289287,0,2,5,,2,1,9,9,Y,50,100,,8,1071619850928003,287,5,3,1,0,0,,,,4,9,9,4,1,5,1985,1071619850928,09,we,,,1071619850928003,2,0,1,8,1,,,23APR93:11:24,8,8,1,,,,8835250101,,1,8,8,1710,,1161.2166052,19855498209we,,0,1071619850928003
,BLUEFISH,19855498109we,10716198509079284,0,3,5,,1,1,9,9,Y,7,12,,6,1071619850907003,284,3,3,0,6,0,,,,4,9,9,4,1,5,1985,1071619850907,09,we,,,1071619850907003,1,6,0,8,1,,,23APR93:11:24,8,1,1,,,,8835250101,,1,8,8,1835,,3087.7621226,19855498109we,,0,1071619850907003
,BLUEFISH,19855498109wd,10716198509119250,0,5,5,,1,1,9,9,Y,60,180,,5,1071619850911003,250,3,3,0,4,0,,,,4,9,9,4,1,5,1985,1071619850911,09,wd,,,1071619850911003,1,4,0,8,2,,,23APR93:11:24,8,1,1,,,,8835250101,,1,8,8,1800,,2312.2954306,19855498109wd,,0,1071619850911003
,BLUEFISH,19855498210wd,10716198510089208,,2,5,,2,1,9,9,Y,21,161,,3,1071619851008004,208,5,3,0,0,0,,,,4,9,9,4,1,5,1985,1071619851008,10,wd,,,1071619851008004,,,,8,1,,,23APR93:11:24,8,8,1,,,,8835250101,,1,8,8,1900,,2312.2954306,19855498210wd,,0,1071619851008004
,BLUEFISH,19855498109wd,10716198509119250,,5,5,,2,1,9,9,Y,60,200,,1,1071619850911006,250,3,3,0,0,0,,,,4,9,9,4,1,5,1985,1071619850911,09,wd,,,1071619850911006,,,,8,2,,,23APR93:11:24,8,8,1,,,,8835250101,,1,8,8,1915,,2312.2954306,19855498109wd,,0,1071619850911006
BLUEFISH,TAUTOG,19855498210we,1071119851020117,0,2,5,,2,1,1,1,Y,24,100,,4,1071119851020002,17,5,3,2,0,0,,,,4,9,9,4,1,5,1985,1071119851020,10,we,,,1071119851020002,2,,,8,2,,,23APR93:11:24,8,8,1,,,,8839010101,8835250101,1,8,8,1015,,1161.2166052,19855498210we,,0,1071119851020002
,BLUEFISH,19855498209we,104881985090811661,1,3,5,,2,1,11,11,Y,1,1,,2,1048819850908004,661,5,3,0,0,0,,,,4,9,9,4,1,5,1985,1048819850908,09,we,,,1048819850908004,,,,8,1,,,23APR93:11:24,8,8,1,,,,8835250101,,1,8,8,1215,,1161.2166052,19855498209we,,0,1048819850908004
,BLUEFISH,19855498109we,10716198509079284,0,3,5,,1,1,9,9,Y,16,24,,3,1071619850907005,284,3,3,0,5,0,,,,4,9,9,4,1,5,1985,1071619850907,09,we,,,1071619850907005,1,5,0,8,1,,,23APR93:11:24,8,1,1,,,,8835250101,,1,8,8,2010,,3087.7621226,19855498109we,,0,1071619850907005
,BLUEFISH,19855498109we,10716198509079284,0,3,5,,1,1,9,9,Y,16,24,,3,1071619850907006,284,3,3,0,2,0,,,,4,9,9,4,1,5,1985,1071619850907,09,we,,,1071619850907006,1,2,0,8,1,,,23APR93:11:24,8,1,1,,,,8835250101,,1,8,8,2020,,3087.7621226,19855498109we,,0,1071619850907006
,BLUEFISH,19855498210wd,10716198510019287,0,2,5,,1,1,9,7,Y,31,101,,3,1071619851001006,287,5,3,0,1,0,,,,4,9,9,4,1,5,1985,1071619851001,10,wd,,,1071619851001006,2,1,0,8,1,,,23APR93:11:24,8,1,1,,,,8835250101,,1,8,8,1900,,2312.2954306,19855498210wd,,0,1071619851001006
,BLUEFISH,19855498109we,10716198509079284,0,3,5,,1,1,9,9,Y,1,10,,6,1071619850907002,284,3,3,0,2,0,,,,4,9,9,4,1,5,1985,1071619850907,09,we,,,1071619850907002,1,2,0,8,1,,,23APR93:11:24,8,1,1,,,,8835250101,,1,8,8,1830,,3087.7621226,19855498109we,,0,1071619850907002
,BLUEFISH,19855498109we,10716198509019250,0,5,5,,1,1,9,9,Y,12,20,,3.5,1071619850901002,250,3,3,0,1,0,,,,4,9,9,4,1,5,1985,1071619850901,09,we,,,1071619850901002,1,1,0,8,1,,,23APR93:11:24,8,1,1,,,,8835250101,,1,8,8,1620,,1161.2166052,19855498109we,,0,1071619850901002
,BLUEFISH,19855498210we,10716198510149225,,2,5,,2,1,9,9,Y,5,8,,2,1071619851014009,225,5,3,0,0,0,,,,4,9,9,4,1,5,1985,1071619851014,10,we,,,1071619851014009,,,,8,1,,,23APR93:11:24,8,8,1,,,,8835250101,,1,8,8,1840,,3087.7621226,19855498210we,,0,1071619851014009
,BLUEFISH,19855498209we,10716198509289287,,2,5,,2,1,9,9,Y,10,300,,1.5,1071619850928002,287,5,3,0,0,0,,,,4,9,9,4,1,5,1985,1071619850928,09,we,,,1071619850928002,,,,8,1,,,23APR93:11:24,8,8,1,,,,8835250101,,1,8,8,1640,,1161.2166052,19855498209we,,0,1071619850928002
,BLUEFISH,19855498109wd,10716198509069218,,5,5,,2,1,9,9,Y,60,150,,1,1071619850906007,218,4,3,0,0,0,,,,4,9,9,4,1,5,1985,1071619850906,09,wd,,,1071619850906007,,,,8,1,,,23APR93:11:24,8,8,1,,,,8835250101,,1,8,8,1830,,2312.2954306,19855498109wd,,0,1071619850906007
,BLUEFISH,19855498109wd,10716198509119250,0,5,5,,1,1,9,9,Y,4,4,,10,1071619850911002,250,3,3,0,6,0,,,,4,9,9,4,1,5,1985,1071619850911,09,wd,,,1071619850911002,1,6,0,8,1,,,23APR93:11:24,8,1,1,,,,8835250101,,1,8,8,1730,,2312.2954306,19855498109wd,,0,1071619850911002
