prim2_common,prim1_common,strat_id,psu_id,ADD_HRS,AREA,AREA_X,BOAT_HRS,CATCH,CNTRBTRS,CNTY,CNTY_RES,COASTAL,FFDAYS2,FFDAYS12,FIRST,HRSF,ID_CODE,INTSITE,MODE_F,MODE_FX,NUM_TYP2,NUM_TYP3,NUM_TYP4,NUM_TYP6,ON_LIST,PARTY,REG_RES,ST,ST_RES,SUB_REG,TELEFON,WAVE,YEAR,ASG_CODE,month,kod,MODE_ASG,new_list,PRT_CODE,CELLTYPE,fshinsp_a,num_fish_a,fl_reg,ADD_PH,AREA_NC,COUNTY,DATE1,DIST,F_BY_P,GEAR,MODE2001,MUNI_RES,MUNI_TRP,PRIM1,PRIM2,PVT_RES,RIG,SEP_FISH,TIME,ZIP,wp_int,VAR_ID,ARX_METHOD,ALT_FLAG,LEADER
,BLUEFISH,19824498108we,10366198208289218,0,1,1,,1,1,9,9,Y,2,6,,2,1036619820828006,218,3,3,0,7,0,,,,4,9,9,4,1,4,1982,1036619820828,08,we,,,1036619820828006,1,7,0,8,1,,,26APR93:19:58,1,1,1,,,,8835250101,,1,,8,1530,,13460.915897,19824498108we,,0,1036619820828006
,BLUEFISH,19824498108we,10449198208141795,0,1,1,,1,1,1,1,Y,10,45,,1,1044919820814009,795,1,3,1,2,0,,,,4,9,9,4,1,4,1982,1044919820814,08,we,,,1044919820814009,1,2,0,8,1,,,26APR93:19:58,1,1,1,,,,8835250101,,1,,8,1515,,13460.915897,19824498108we,,0,1044919820814009
,BLUEFISH,19824498108we,10366198208289218,,1,1,,2,1,9,9,Y,30,180,,6,1036619820828002,218,3,3,0,0,0,,,,4,9,9,4,1,4,1982,1036619820828,08,we,,,1036619820828002,,,,8,1,,,26APR93:19:58,1,8,1,,,,8835250101,,1,,8,1330,,13460.915897,19824498108we,,0,1036619820828002
,BLUEFISH,19824498108we,10449198208141795,0,1,1,,1,1,1,119,O,0,1,,1.5,1044919820814008,795,1,3,0,1,0,,,,5,9,36,4,8,4,1982,1044919820814,08,we,,,1044919820814008,1,1,0,8,2,,,26APR93:19:58,1,1,1,,,,8835250101,,2,,8,1500,,22331.896441,19824498108we,,0,1044919820814008
,BLUEFISH,19824498108we,10366198208289218,0,1,1,,1,1,9,9,Y,6,15,,4,1036619820828003,218,3,3,0,9,0,,,,4,9,9,4,1,4,1982,1036619820828,08,we,,,1036619820828003,1,9,0,8,3,,,26APR93:19:58,1,1,1,,,,8835250101,,1,,8,1355,,13460.915897,19824498108we,,0,1036619820828003
,BLUEFISH,19824498108we,10366198208289218,0,1,1,,1,1,9,9,Y,16,150,,5,1036619820828001,218,3,3,0,6,0,,,,4,9,9,4,8,4,1982,1036619820828,08,we,,,1036619820828001,1,6,0,8,1,,,26APR93:19:58,1,1,1,,,,8835250101,,2,,8,1215,,13460.915897,19824498108we,,0,1036619820828001
,BLUEFISH,19824498108we,10366198208289218,0,1,1,,1,1,9,9,Y,2,4,,1.5,1036619820828008,218,3,3,0,2,0,,,,4,9,9,4,1,4,1982,1036619820828,08,we,,,1036619820828008,1,2,0,8,3,,,26APR93:19:58,1,1,1,,,,8835250101,,1,,8,1700,,13460.915897,19824498108we,,0,1036619820828008
,BLUEFISH,19824498108we,10366198208289218,0,1,1,,1,1,9,9,Y,8,15,,6,1036619820828005,218,3,3,0,10,0,,,,4,9,9,4,1,4,1982,1036619820828,08,we,,,1036619820828005,1,60,0,8,1,,,26APR93:19:58,1,1,1,,,,8835250101,,1,,8,1420,,13460.915897,19824498108we,,0,1036619820828005
,BLUEFISH,19824498108we,10366198208289218,0,1,1,,1,1,9,9,Y,2,4,,1,1036619820828004,218,3,3,0,9,0,,,,4,9,9,4,1,4,1982,1036619820828,08,we,,,1036619820828004,1,9,0,8,1,,,26APR93:19:58,1,1,1,,,,8835250101,,1,,8,1330,,13460.915897,19824498108we,,0,1036619820828004
,BLUEFISH,19824498108we,10366198208289218,0,1,1,,1,1,9,9,Y,15,35,,2.5,1036619820828007,218,3,3,0,3,0,,,,4,9,9,4,1,4,1982,1036619820828,08,we,,,1036619820828007,1,3,0,8,1,,,26APR93:19:58,1,1,1,,,,8835250101,,1,,8,1615,,13460.915897,19824498108we,,0,1036619820828007
