prim2_common,prim1_common,strat_id,psu_id,ADD_HRS,AREA,AREA_X,BOAT_HRS,CATCH,CNTRBTRS,CNTY,CNTY_RES,COASTAL,FFDAYS2,FFDAYS12,FIRST,HRSF,ID_CODE,INTSITE,MODE_F,MODE_FX,NUM_TYP2,NUM_TYP3,NUM_TYP4,NUM_TYP6,ON_LIST,PARTY,REG_RES,ST,ST_RES,SUB_REG,TELEFON,WAVE,YEAR,ASG_CODE,month,kod,MODE_ASG,new_list,PRT_CODE,CELLTYPE,fshinsp_a,num_fish_a,fl_reg,ADD_PH,AREA_NC,COUNTY,DATE1,DIST,F_BY_P,GEAR,MODE2001,MUNI_RES,MUNI_TRP,PRIM1,PRIM2,PVT_RES,RIG,SEP_FISH,TIME,ZIP,TOURN,TURTLE,AGE,wp_int,VAR_ID,ARX_METHOD,ALT_FLAG,LEADER
,ATLANTIC MACKEREL,199025248704wd,114831990041647856,0,1,2,,1,3,47,3,Y,0,35,,5,1148319900416011,856,8,7,0,12,0,,,,5,24,24,5,1,2,1990,1148319900416,04,wd,,,1148319900416011,1,12,0,8,1,,Anne Arundel,08AUG91:08:40,2,2,1,,,,8850030302,0,1,1,2,1615,21037,8,8,41,2011.4501728,199025248704wd,,0,1148319900416011
,ATLANTIC MACKEREL,199025248704wd,114831990041647856,,1,2,,2,1,47,41,O,0,15,,3,1148319900416003,856,8,7,0,0,0,,,,5,24,42,5,1,2,1990,1148319900416,04,wd,,,1148319900416003,,,,8,1,,,08AUG91:08:40,2,8,1,,,,8850030302,0,1,1,8,1330,17013,8,8,43,2738.1917523,199025248704wd,,0,1148319900416003
,ATLANTIC MACKEREL,199025248703we,114831990032547856,,1,2,,3,0,47,5,Y,0,3,,3,1148319900325002,856,8,7,0,0,1,,,,5,24,24,5,1,2,1990,1148319900325,03,we,,,1148319900325002,,,,8,1,,Baltimore,08AUG91:08:40,2,8,1,,,,8850030302,0,1,1,8,1310,21209,8,8,38,1299.8641198,199025248703we,,0,1148319900325001
,ATLANTIC MACKEREL,199025248703we,114831990032547856,,1,2,,3,0,47,5,Y,1,10,,3,1148319900325004,856,8,7,0,0,1,,,,5,24,24,5,1,2,1990,1148319900325,03,we,,,1148319900325004,,,,8,1,,Baltimore,08AUG91:08:40,2,8,1,,,,8850030302,0,1,1,8,1320,21234,8,8,34,1299.8641198,199025248703we,,0,1148319900325001
,ATLANTIC MACKEREL,199025248703we,114831990032547856,,1,2,,3,0,47,5,Y,1,8,,3,1148319900325003,856,8,7,0,0,1,,,,5,24,24,5,1,2,1990,1148319900325,03,we,,,1148319900325003,,,,8,1,,Baltimore,08AUG91:08:40,2,8,1,,,,8850030302,0,1,1,8,1315,21218,8,8,38,1299.8641198,199025248703we,,0,1148319900325001
,ATLANTIC MACKEREL,199025248703we,114831990032547856,0,1,2,,1,4,47,5,Y,1,12,,3,1148319900325001,856,8,7,0,33,0,,,,5,24,24,5,1,2,1990,1148319900325,03,we,,,1148319900325001,1,3,0,8,1,,Baltimore,08AUG91:08:40,2,2,1,,,,8850030302,0,1,1,2,1245,21236,8,8,33,1299.8641198,199025248703we,,0,1148319900325001
,ATLANTIC MACKEREL,199025248703wd,114831990032347856,,1,2,,3,0,47,33,Y,0,4,,1,1148319900323002,856,8,7,0,0,1,,,,5,24,24,5,1,2,1990,1148319900323,03,wd,,,1148319900323002,,,,8,1,,Prince Georges,08AUG91:08:40,2,8,1,,,,8850030302,0,1,1,8,1600,20715,8,8,40,2011.4501728,199025248703wd,,0,1148319900323001
,ATLANTIC MACKEREL,199025248703wd,114831990032347856,0,1,2,,1,3,47,33,Y,0,3,,1,1148319900323001,856,8,7,0,11,0,,,,5,24,24,5,1,2,1990,1148319900323,03,wd,,,1148319900323001,1,1,0,8,1,,Prince Georges,08AUG91:08:40,2,2,1,,,,8850030302,0,1,1,2,1600,21061,8,8,50,2011.4501728,199025248703wd,,0,1148319900323001
,ATLANTIC MACKEREL,199025248703we,114831990032547856,0,1,2,,3,0,47,21,N,0,3,,3,1148319900325007,856,8,7,5,0,1,,,,5,24,24,5,1,2,1990,1148319900325,03,we,,,1148319900325007,1,,,8,1,,,08AUG91:08:40,2,8,1,,,,8850030302,0,1,1,8,1345,21701,8,8,23,1484.2401061,199025248703we,,0,1148319900325005
,ATLANTIC MACKEREL,199025248704wd,114831990041647856,0,1,2,,1,1,47,41,O,0,0,,3,1148319900416004,856,8,7,0,2,0,,,,5,24,42,5,1,2,1990,1148319900416,04,wd,,,1148319900416004,1,2,0,8,1,,,08AUG91:08:40,2,1,1,,,,8850030302,0,1,1,8,1325,17013,8,8,38,2738.1917523,199025248704wd,,0,1148319900416004
,ATLANTIC MACKEREL,199025248703we,114831990032547856,0,1,2,,1,5,47,31,Y,0,15,,3,1148319900325005,856,8,7,6,15,0,,,,5,24,24,5,1,2,1990,1148319900325,03,we,,,1148319900325005,1,0,1,8,1,,Montegomery,08AUG91:08:40,2,2,1,,,,8850030302,0,1,1,2,1330,20905,8,8,29,1299.8641198,199025248703we,,0,1148319900325005
,ATLANTIC MACKEREL,199025248703we,114831990032547856,0,1,2,,3,0,47,31,Y,0,15,,3,1148319900325006,856,8,7,5,0,1,,,,5,24,24,5,1,2,1990,1148319900325,03,we,,,1148319900325006,1,,,8,1,,Montegomery,08AUG91:08:40,2,8,1,,,,8850030302,0,1,1,8,1340,20905,8,8,22,1299.8641198,199025248703we,,0,1148319900325005
,ATLANTIC MACKEREL,199025248703wd,114831990032347856,,1,2,,3,0,47,33,Y,0,4,,1,1148319900323003,856,8,7,0,0,1,,,,5,24,24,5,1,2,1990,1148319900323,03,wd,,,1148319900323003,,,,8,1,,Prince Georges,08AUG91:08:40,2,8,1,,,,8850030302,0,1,1,8,1610,20715,8,8,10,2011.4501728,199025248703wd,,0,1148319900323001
,LARGEMOUTH BASS,199025248703we,11433199003035122,0,F,5,,2,1,5,5,Y,0,8,,6,1143319900303013,122,8,7,1,0,0,,,,5,24,24,5,1,2,1990,1143319900303,03,we,,,1143319900303013,1,,,8,1,,Baltimore,08AUG91:08:40,8,8,1,,,,8835160602,0,1,1,8,1610,21234,8,8,26,2756.3757576,199025248703we,,0,1143319900303013
,,199025248703we,11433199003035122,0,F,5,,2,1,5,3,Y,0,0,,5.5,1143319900303012,122,8,7,1,0,0,,,,5,24,24,5,1,2,1990,1143319900303,03,we,,,1143319900303012,1,,,8,1,,Anne Arundel,08AUG91:08:40,8,8,1,,,,0,0,1,1,8,1545,21225,8,8,43,2756.3757576,199025248703we,,0,1143319900303012
,,199025248703we,11433199003035122,,F,5,,2,1,5,3,Y,0,8,,5.5,1143319900303011,122,8,7,0,0,0,,,,5,24,24,5,1,2,1990,1143319900303,03,we,,,1143319900303011,,,,8,1,,Anne Arundel,08AUG91:08:40,8,8,1,,,,0,0,1,1,8,1540,21122,8,8,31,2756.3757576,199025248703we,,0,1143319900303011
,SUMMER FLOUNDER,199025248704wd,114831990041647856,,4,5,,2,1,47,99,O,0,4,,2.5,1148319900416002,856,8,7,0,0,0,,,,5,24,42,5,1,2,1990,1148319900416,04,wd,,,1148319900416002,,,,8,1,,,08AUG91:08:40,8,8,1,,,,8857030301,0,1,1,8,1220,17045,8,8,14,4556.9663556,199025248704wd,,0,1148319900416002
SMALLMOUTH BASS,LARGEMOUTH BASS,199025248704we,11433199004015122,0,F,5,,2,1,5,5,Y,1,15,,6,1143319900401019,122,8,7,1,0,0,,,,5,24,24,5,1,2,1990,1143319900401,04,we,,,1143319900401019,1,,,8,1,,Baltimore,08AUG91:08:40,8,8,1,,,,8835160602,8835160601,1,1,8,1610,21221,8,8,22,2756.3757576,199025248704we,,0,1143319900401019
SMALLMOUTH BASS,LARGEMOUTH BASS,199025248704we,11433199004015122,0,F,5,,2,1,5,5,Y,0,15,,6,1143319900401018,122,8,7,1,0,0,,,,5,24,24,5,1,2,1990,1143319900401,04,we,,,1143319900401018,1,,,8,1,,Baltimore,08AUG91:08:40,8,8,1,,,,8835160602,8835160601,1,1,8,1605,21224,8,8,25,2756.3757576,199025248704we,,0,1143319900401018
,,199025248704we,11433199004015122,,F,5,,2,1,5,5,Y,0,12,,1,1143319900401017,122,8,7,0,0,0,,,,5,24,24,5,1,2,1990,1143319900401,04,we,,,1143319900401017,,,,8,1,,Baltimore,08AUG91:08:40,8,8,1,,,,0,0,1,1,8,1550,21234,8,8,9,2756.3757576,199025248704we,,0,1143319900401017
,LARGEMOUTH BASS,199025248704we,11433199004015122,,F,5,,2,1,5,5,Y,0,12,,1,1143319900401016,122,8,7,0,0,0,,,,5,24,24,5,1,2,1990,1143319900401,04,we,,,1143319900401016,,,,8,1,,Baltimore,08AUG91:08:40,8,8,1,,,,8835160602,0,1,1,8,1545,21234,8,8,42,2756.3757576,199025248704we,,0,1143319900401016
,LARGEMOUTH BASS,199025248704we,11433199004015122,0,F,5,,2,1,5,5,Y,6,60,,3,1143319900401005,122,8,7,1,0,0,,,,5,24,24,5,1,2,1990,1143319900401,04,we,,,1143319900401005,1,,,8,1,,Baltimore,08AUG91:08:40,8,8,1,,,,8835160602,0,1,1,8,1110,21206,8,8,23,2756.3757576,199025248704we,,0,1143319900401005
,,199025248704we,11433199004015122,0,F,5,,1,1,5,5,Y,20,125,,6,1143319900401007,122,8,7,2,15,0,,,,5,24,24,5,1,2,1990,1143319900401,04,we,,,1143319900401007,1,30,0,8,1,,Baltimore,08AUG91:08:40,8,1,1,,,,0,0,1,1,8,1210,21227,8,8,55,2756.3757576,199025248704we,,0,1143319900401007
,LARGEMOUTH BASS,199025248704we,11433199004015122,,F,5,,2,1,5,5,Y,1,12,,5,1143319900401011,122,8,7,0,0,0,,,,5,24,24,5,1,2,1990,1143319900401,04,we,,,1143319900401011,,,,8,1,,Baltimore,08AUG91:08:40,8,8,1,,,,8835160602,0,1,1,8,1250,21220,8,8,22,2756.3757576,199025248704we,,0,1143319900401011
,LARGEMOUTH BASS,199025248704we,11433199004015122,,F,5,,2,1,5,5,Y,5,30,,3,1143319900401006,122,8,7,0,0,0,,,,5,24,24,5,1,2,1990,1143319900401,04,we,,,1143319900401006,,,,8,1,,Baltimore,08AUG91:08:40,8,8,1,,,,8835160602,0,1,1,8,1115,21236,8,8,22,2756.3757576,199025248704we,,0,1143319900401006
,,199025248704we,11433199004015122,,F,5,,2,1,5,5,Y,0,15,,0.5,1143319900401004,122,8,7,0,0,0,,,,5,24,24,5,1,2,1990,1143319900401,04,we,,,1143319900401004,,,,8,1,,Baltimore,08AUG91:08:40,8,8,1,,,,0,0,1,1,8,1025,21234,8,8,14,2756.3757576,199025248704we,,0,1143319900401004
,LARGEMOUTH BASS,199025248704we,11433199004015122,,F,5,,2,1,5,5,Y,0,15,,3,1143319900401008,122,8,7,0,0,0,,,,5,24,24,5,1,2,1990,1143319900401,04,we,,,1143319900401008,,,,8,1,,Baltimore,08AUG91:08:40,8,8,1,,,,8835160602,0,1,1,8,1215,21237,8,8,39,2756.3757576,199025248704we,,0,1143319900401008
,,199025248704we,11433199004015122,,F,5,,2,1,5,5,Y,3,50,,0.5,1143319900401002,122,8,7,0,0,0,,,,5,24,24,5,1,2,1990,1143319900401,04,we,,,1143319900401002,,,,8,1,,Baltimore,08AUG91:08:40,8,8,1,,,,0,0,1,1,8,1015,21234,8,8,24,2756.3757576,199025248704we,,0,1143319900401002
SMALLMOUTH BASS,LARGEMOUTH BASS,199025248703we,11433199003112555,,F,5,,2,1,25,25,Y,1,60,,5,1143319900311010,55,8,7,0,0,0,,,,5,24,24,5,1,2,1990,1143319900311,03,we,,,1143319900311010,,,,8,1,,Harford,08AUG91:08:40,8,8,1,,,,8835160602,8835160601,1,1,8,1545,21078,8,8,28,4461.9839441,199025248703we,,0,1143319900311010
,SUMMER FLOUNDER,199025248704wd,114831990041647856,,4,5,,2,1,47,99,O,0,4,,2.5,1148319900416001,856,8,7,0,0,0,,,,5,24,42,5,1,2,1990,1148319900416,04,wd,,,1148319900416001,,,,8,1,,,08AUG91:08:40,8,8,1,,,,8857030301,0,1,1,8,1215,17045,8,8,39,4556.9663556,199025248704wd,,0,1148319900416001
,LARGEMOUTH BASS,199025248704we,11433199004015122,,F,5,,2,1,5,5,Y,1,100,,4,1143319900401010,122,8,7,0,0,0,,,,5,24,24,5,1,2,1990,1143319900401,04,we,,,1143319900401010,,,,8,1,,Baltimore,08AUG91:08:40,8,8,1,,,,8835160602,0,1,1,8,1245,21220,8,8,37,2756.3757576,199025248704we,,0,1143319900401010
SMALLMOUTH BASS,LARGEMOUTH BASS,199025248703we,11433199003112555,,F,5,,2,1,25,25,Y,5,60,,5,1143319900311011,55,8,7,0,0,0,,,,5,24,24,5,1,2,1990,1143319900311,03,we,,,1143319900311011,,,,8,1,,Harford,08AUG91:08:40,8,8,1,,,,8835160602,8835160601,1,1,8,1550,21078,8,8,26,4461.9839441,199025248703we,,0,1143319900311011
,,199025248704we,11433199004015122,,F,5,,2,1,5,5,Y,8,40,,6,1143319900401012,122,8,7,0,0,0,,,,5,24,24,5,1,2,1990,1143319900401,04,we,,,1143319900401012,,,,8,1,,Baltimore,08AUG91:08:40,8,8,1,,,,0,0,1,1,8,1345,21222,8,8,29,2756.3757576,199025248704we,,0,1143319900401012
SMALLMOUTH BASS,LARGEMOUTH BASS,199025248703we,11433199003112555,,F,5,,2,1,25,25,Y,0,60,,5,1143319900311009,55,8,7,0,0,0,,,,5,24,24,5,1,2,1990,1143319900311,03,we,,,1143319900311009,,,,8,1,,Harford,08AUG91:08:40,8,8,1,,,,8835160602,8835160601,1,1,8,1540,21078,8,8,25,4461.9839441,199025248703we,,0,1143319900311009
,,199025248704we,11433199004015122,,F,5,,2,1,5,25,Y,2,20,,0.5,1143319900401003,122,8,7,0,0,0,,,,5,24,24,5,1,2,1990,1143319900401,04,we,,,1143319900401003,,,,8,1,,Harford,08AUG91:08:40,8,8,1,,,,0,0,1,1,8,1020,21078,8,8,41,2756.3757576,199025248704we,,0,1143319900401003
,LARGEMOUTH BASS,199025248704we,11433199004015122,,F,5,,2,1,5,5,Y,0,15,,3,1143319900401009,122,8,7,0,0,0,,,,5,24,24,5,1,2,1990,1143319900401,04,we,,,1143319900401009,,,,8,1,,Baltimore,08AUG91:08:40,8,8,1,,,,8835160602,0,1,1,8,1220,21222,8,8,38,2756.3757576,199025248704we,,0,1143319900401009
,,199025248704we,11433199004015122,,F,5,,2,1,5,13,N,0,15,,3,1143319900401015,122,8,7,0,0,0,,,,5,24,24,5,1,2,1990,1143319900401,04,we,,,1143319900401015,,,,8,1,,,08AUG91:08:40,8,8,1,,,,0,0,1,1,8,1410,21157,8,8,29,3183.4612099,199025248704we,,0,1143319900401015
,,199025248703we,11433199003112555,,F,5,,2,1,25,133,O,0,0,,4,1143319900311008,55,8,7,0,0,0,,,,5,24,42,5,1,2,1990,1143319900311,03,we,,,1143319900311008,,,,8,1,,,08AUG91:08:40,8,8,1,,,,0,0,1,1,8,1430,17309,8,8,20,6168.301952,199025248703we,,0,1143319900311008
,,199025248704we,11433199004015122,0,F,5,,2,1,5,13,N,0,15,,3,1143319900401014,122,8,7,1,0,0,,,,5,24,24,5,1,2,1990,1143319900401,04,we,,,1143319900401014,1,,,8,1,,,08AUG91:08:40,8,8,1,,,,0,0,1,1,8,1405,21776,8,8,28,3183.4612099,199025248704we,,0,1143319900401014
,,199025248703we,11433199003112555,,F,5,,2,1,25,133,O,0,0,,4,1143319900311007,55,8,7,0,0,0,,,,5,24,42,5,1,2,1990,1143319900311,03,we,,,1143319900311007,,,,8,1,,,08AUG91:08:40,8,8,1,,,,0,0,1,1,8,1425,17309,8,8,48,6168.301952,199025248703we,,0,1143319900311007
,,199025248704we,11433199004015122,,F,5,,2,1,5,5,Y,0,0,,1,1143319900401020,122,8,7,0,0,0,,,,5,24,24,5,1,2,1990,1143319900401,04,we,,,1143319900401020,,,,8,1,,Baltimore,08AUG91:08:40,8,8,1,,,,0,0,1,1,8,1645,21206,8,8,18,2756.3757576,199025248704we,,0,1143319900401020
,WHITE PERCH,199025248703we,11433199003112555,,F,5,,2,1,25,133,O,0,2,,4,1143319900311005,55,8,7,0,0,0,,,,5,24,42,5,1,2,1990,1143319900311,03,we,,,1143319900311005,,,,8,1,,,08AUG91:08:40,8,8,1,,,,8835020101,0,1,1,8,1415,17309,8,8,36,6168.301952,199025248703we,,0,1143319900311005
WHITE PERCH,LARGEMOUTH BASS,199025248704we,11433199004015122,0,F,5,,2,1,5,5,Y,8,40,,6,1143319900401013,122,8,7,2,0,0,,,,5,24,24,5,1,2,1990,1143319900401,04,we,,,1143319900401013,1,,,8,1,,Baltimore,08AUG91:08:40,8,8,1,,,,8835160602,8835020101,1,1,8,1350,21222,8,8,27,2756.3757576,199025248704we,,0,1143319900401013
,,199025248704we,11433199004015122,,F,5,,2,1,5,25,Y,0,100,,0.5,1143319900401001,122,8,7,0,0,0,,,,5,24,24,5,1,2,1990,1143319900401,04,we,,,1143319900401001,,,,8,1,,Harford,08AUG91:08:40,8,8,1,,,,0,0,1,1,8,1010,21078,8,8,32,2756.3757576,199025248704we,,0,1143319900401001
,WHITE PERCH,199025248703we,11433199003112555,,F,5,,2,1,25,133,O,0,6,,4,1143319900311004,55,8,7,0,0,0,,,,5,24,42,5,1,2,1990,1143319900311,03,we,,,1143319900311004,,,,8,1,,,08AUG91:08:40,8,8,1,,,,8835020101,0,1,1,8,1410,17356,8,8,59,6168.301952,199025248703we,,0,1143319900311004
,SMALLMOUTH BASS,199025248703we,11433199003112555,,F,5,,2,1,25,5,Y,1,52,,4.5,1143319900311001,55,8,7,0,0,0,,,,5,24,24,5,1,2,1990,1143319900311,03,we,,,1143319900311001,,,,8,1,,Baltimore,08AUG91:08:40,8,8,1,,,,8835160601,0,1,1,8,1325,21093,8,8,27,4461.9839441,199025248703we,,0,1143319900311001
,LARGEMOUTH BASS,199025248703we,11433199003035122,,F,5,,2,1,5,5,Y,0,0,,2.5,1143319900303016,122,8,7,0,0,0,,,,5,24,24,5,1,2,1990,1143319900303,03,we,,,1143319900303016,,,,8,1,,Baltimore,08AUG91:08:40,8,8,1,,,,8835160602,0,1,3,8,1630,21228,8,8,10,2756.3757576,199025248703we,,0,1143319900303016
,LARGEMOUTH BASS,199025248703we,11433199003035122,,F,5,,2,1,5,5,Y,0,1,,1,1143319900303002,122,8,7,0,0,0,,,,5,24,24,5,1,2,1990,1143319900303,03,we,,,1143319900303002,,,,8,1,,Baltimore,08AUG91:08:40,8,8,1,,,,8835160602,0,1,1,8,1325,21221,8,8,60,2756.3757576,199025248703we,,0,1143319900303002
LARGEMOUTH BASS,WHITE PERCH,199025248703we,11433199003035122,0,F,5,,2,1,5,5,Y,0,15,,4,1143319900303004,122,8,7,1,0,0,,,,5,24,24,5,1,2,1990,1143319900303,03,we,,,1143319900303004,1,,,8,1,,Baltimore,08AUG91:08:40,8,8,1,,,,8835020101,8835160602,1,1,8,1420,21220,8,8,42,2756.3757576,199025248703we,,0,1143319900303004
,WHITE PERCH,199025248703we,11433199003035122,,F,5,,2,1,5,5,Y,0,0,,4,1143319900303006,122,8,7,0,0,0,,,,5,24,24,5,1,2,1990,1143319900303,03,we,,,1143319900303006,,,,8,1,,Baltimore,08AUG91:08:40,8,8,1,,,,8835020101,0,1,1,8,1430,21220,8,8,34,2756.3757576,199025248703we,,0,1143319900303006
,LARGEMOUTH BASS,199025248703we,11433199003035122,0,F,5,,2,1,5,5,Y,6,150,,3,1143319900303009,122,8,7,1,0,0,,,,5,24,24,5,1,2,1990,1143319900303,03,we,,,1143319900303009,1,,,8,1,,Baltimore,08AUG91:08:40,8,8,1,,,,8835160602,0,1,1,8,1530,21221,8,8,20,2756.3757576,199025248703we,,0,1143319900303009
,WHITE PERCH,199025248703we,11433199003035122,,F,5,,2,1,5,25,Y,3,20,,4,1143319900303007,122,8,7,0,0,0,,,,5,24,24,5,1,2,1990,1143319900303,03,we,,,1143319900303007,,,,8,1,,Harford,08AUG91:08:40,8,8,1,,,,8835020101,0,1,1,8,1515,21014,8,8,36,2756.3757576,199025248703we,,0,1143319900303007
,,199025248703we,11433199003035122,,F,5,,2,1,5,25,Y,3,50,,4,1143319900303008,122,8,7,0,0,0,,,,5,24,24,5,1,2,1990,1143319900303,03,we,,,1143319900303008,,,,8,1,,Harford,08AUG91:08:40,8,8,1,,,,0,0,1,1,8,1520,21014,8,8,29,2756.3757576,199025248703we,,0,1143319900303008
LARGEMOUTH BASS,WHITE PERCH,199025248703we,11433199003035122,,F,5,,2,1,5,3,Y,0,3,,4,1143319900303005,122,8,7,0,0,0,,,,5,24,24,5,1,2,1990,1143319900303,03,we,,,1143319900303005,,,,8,1,,Anne Arundel,21AUG91:15:40,8,8,1,,,,8835020101,8835160602,1,1,8,1425,21108,8,8,44,2756.3757576,199025248703we,,0,1143319900303005
,LARGEMOUTH BASS,199025248703we,11433199003035122,,F,5,,2,1,5,5,Y,0,4,,1,1143319900303003,122,8,7,0,0,0,,,,5,24,24,5,1,2,1990,1143319900303,03,we,,,1143319900303003,,,,8,1,,Baltimore,08AUG91:08:40,8,8,1,,,,8835160602,0,1,1,8,1330,21221,8,8,30,2756.3757576,199025248703we,,0,1143319900303003
,LARGEMOUTH BASS,199025248703we,11433199003035122,,F,5,,2,1,5,5,Y,0,3,,3,1143319900303014,122,8,7,0,0,0,,,,5,24,24,5,1,2,1990,1143319900303,03,we,,,1143319900303014,,,,8,1,,Baltimore,08AUG91:08:40,8,8,1,,,,8835160602,0,1,1,8,1615,21234,8,8,27,2756.3757576,199025248703we,,0,1143319900303014
,LARGEMOUTH BASS,199025248703we,11433199003035122,0,F,5,,2,1,5,5,Y,12,364,,3,1143319900303010,122,8,7,1,0,0,,,,5,24,24,5,1,2,1990,1143319900303,03,we,,,1143319900303010,1,,,8,1,,Baltimore,08AUG91:08:40,8,8,1,,,,8835160602,0,1,1,8,1535,21236,8,8,26,2756.3757576,199025248703we,,0,1143319900303010
,CHANNEL CATFISH,199025248703we,11433199003035122,0,F,5,,1,1,5,5,Y,2,100,,6,1143319900303001,122,8,7,1,15,0,,,,5,24,24,5,1,2,1990,1143319900303,03,we,,,1143319900303001,1,21,0,8,1,,Baltimore,08AUG91:08:40,8,1,1,,,,8777020105,0,1,1,8,1310,21227,8,8,56,2756.3757576,199025248703we,,0,1143319900303001
,LARGEMOUTH BASS,199025248703we,11433199003112555,,F,5,,2,1,25,5,Y,0,10,,4.5,1143319900311002,55,8,7,0,0,0,,,,5,24,24,5,1,2,1990,1143319900311,03,we,,,1143319900311002,,,,8,1,,Baltimore,08AUG91:08:40,8,8,1,,,,8835160602,0,1,1,8,1330,21204,8,8,25,4461.9839441,199025248703we,,0,1143319900311002
,LARGEMOUTH BASS,199025248703we,11433199003035122,,F,5,,2,1,5,5,Y,0,20,,2.5,1143319900303015,122,8,7,0,0,0,,,,5,24,24,5,1,2,1990,1143319900303,03,we,,,1143319900303015,,,,8,1,,Baltimore,08AUG91:08:40,8,8,1,,,,8835160602,0,1,3,8,1625,21228,8,8,33,2756.3757576,199025248703we,,0,1143319900303015
,WHITE PERCH,199025248703we,11433199003112555,,F,5,,2,1,25,133,O,0,0,,4,1143319900311006,55,8,7,0,0,0,,,,5,24,42,5,1,2,1990,1143319900311,03,we,,,1143319900311006,,,,8,1,,,08AUG91:08:40,8,8,1,,,,8835020101,0,1,1,8,1420,17309,8,8,8,6168.301952,199025248703we,,0,1143319900311006
SMALLMOUTH BASS,LARGEMOUTH BASS,199025248703we,11433199003112555,0,F,5,,2,1,25,25,Y,3,100,,4,1143319900311003,55,8,7,1,0,0,,,,5,24,24,5,1,2,1990,1143319900311,03,we,,,1143319900311003,1,,,8,1,,Harford,08AUG91:08:40,8,8,1,,,,8835160602,8835160601,1,1,8,1350,21050,8,8,44,4461.9839441,199025248703we,,0,1143319900311003
,WHITE PERCH,199025348304we,1078719900422251042,,1,1,,2,1,25,25,Y,8,50,,4,1078719900422003,1042,5,3,0,0,0,,,,5,34,34,5,1,2,1990,1078719900422,04,we,,,1078719900422003,,,,8,9,,Monmouth,08AUG91:08:40,1,8,1,,,,8835020101,0,1,88,8,1350,07752,8,8,30,1958.0332375,199025348304we,,0,1078719900422003
,WINTER FLOUNDER,199025348304we,115231990041429881,,1,1,,2,1,29,29,Y,7,55,,3,1152319900414012,881,2,3,0,0,0,,,,5,34,34,5,1,2,1990,1152319900414,04,we,,,1152319900414012,,,,8,1,,Ocean,08AUG91:08:40,1,8,1,,,,8857042001,0,1,88,8,1613,08723,8,8,21,1271.5194159,199025348304we,,0,1152319900414012
,WHITE PERCH,199025348304we,1078719900422251042,0,1,1,,1,1,25,25,Y,0,1,,7,1078719900422007,1042,5,3,0,1,0,,,,5,34,34,5,1,2,1990,1078719900422,04,we,,,1078719900422007,1,1,0,8,1,,Monmouth,08AUG91:08:40,1,1,1,,,,8835020101,0,1,88,8,1515,07762,8,8,11,1958.0332375,199025348304we,,0,1078719900422007
,WHITE PERCH,199025348304we,1078719900422251042,0,1,1,,1,1,25,25,Y,42,250,,2,1078719900422005,1042,5,3,0,2,0,,,,5,34,34,5,1,2,1990,1078719900422,04,we,,,1078719900422005,1,20,0,8,1,,Monmouth,08AUG91:08:40,1,1,1,,,,8835020101,0,1,88,8,1415,07752,8,8,51,1958.0332375,199025348304we,,0,1078719900422005
,WINTER FLOUNDER,199025348304we,115231990041429881,,1,1,,2,1,29,29,Y,0,15,,2,1152319900414009,881,2,3,0,0,0,,,,5,34,34,5,1,2,1990,1152319900414,04,we,,,1152319900414009,,,,8,1,,Ocean,08AUG91:08:40,1,8,1,,,,8857042001,0,1,88,8,1441,08722,8,8,48,1271.5194159,199025348304we,,0,1152319900414009
,WINTER FLOUNDER,199025348304we,115231990041429881,,1,1,,2,1,29,23,Y,0,0,,2,1152319900414006,881,2,3,0,0,0,,,,5,34,34,5,1,2,1990,1152319900414,04,we,,,1152319900414006,,,,8,1,,Middelsex,08AUG91:08:40,1,8,1,,,,8857042001,0,1,88,8,1342,08879,8,8,12,1271.5194159,199025348304we,,0,1152319900414006
,WINTER FLOUNDER,199025348303we,115231990030429876,,1,1,,2,1,29,21,Y,4,20,,3,1152319900304004,876,1,3,0,0,0,,,,5,34,34,5,1,2,1990,1152319900304,03,we,,,1152319900304004,,,,8,1,,Mercer,08AUG91:08:40,1,8,1,,,,8857042001,0,1,88,8,1344,08611,8,8,31,1271.5194159,199025348303we,,0,1152319900304004
,WINTER FLOUNDER,199025348304we,115231990041429881,,1,1,,2,1,29,23,Y,0,0,,2,1152319900414003,881,2,3,0,0,0,,,,5,34,34,5,1,2,1990,1152319900414,04,we,,,1152319900414003,,,,8,1,,Middelsex,08AUG91:08:40,1,8,1,,,,8857042001,0,1,88,8,1330,08879,8,8,32,1271.5194159,199025348304we,,0,1152319900414003
,WINTER FLOUNDER,199025348303we,115231990031129219,,1,1,,2,1,29,5,O,0,0,,3,1152319900311001,219,1,3,0,0,0,,,,5,34,24,5,1,2,1990,1152319900311,03,we,,,1152319900311001,,,,8,1,,Baltimore,21AUG91:15:40,1,8,1,,,,8857042001,0,1,88,8,1235,21227,8,8,30,1522.86206,199025348303we,,0,1152319900311001
,WINTER FLOUNDER,199025348304we,115231990041429881,,1,1,,2,1,29,23,Y,0,0,,2,1152319900414004,881,2,3,0,0,0,,,,5,34,34,5,1,2,1990,1152319900414,04,we,,,1152319900414004,,,,8,1,,Middelsex,08AUG91:08:40,1,8,1,,,,8857042001,0,1,88,8,1335,08879,8,8,18,1271.5194159,199025348304we,,0,1152319900414004
